,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,buddata-ebxml-registry.csv
anaxagora.csv,0.0,1.0,0.12,0.38,1.0,0.57,1.0,0.0,1.0
buddata-ebxml-registry.csv,0.03,0.81,0.09,0.32,0.61,0.3,0.16,0.08,1.0
continuum-ide.csv,0.0,1.0,0.0,0.71,0.67,1.0,0.5,0.0,1.0
gtad.csv,1.0,0.0,0.0,0.69,1.0,0.0,0.5,0.0,0.0
htmlunit.csv,0.0,1.0,0.06,1.0,0.92,0.39,0.25,0.12,1.0
jsr308-langtools.csv,0.05,0.96,0.08,0.46,1.0,0.34,0.17,0.1,1.0
kaffeine.csv,0.03,1.0,0.11,0.32,0.61,0.3,0.17,0.08,0.98
stemkit.csv,0.0,1.0,0.22,0.5,0.0,1.0,0.15,1.0,1.0
taokgame.csv,0.0,1.0,1.0,0.0,0.0,0.0,0.2,0.0,0.91
