,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.71,0.23,0.68,0.62,0.65,0.68,0.52,0.51,0.4,0.62,0.62,0.62,0.74,0.66,0.54,0.54,0.72,0.98
decidr.csv,0.4,0.76,0.66,0.59,0.37,0.35,0.98,0.63,0.62,0.44,0.49,0.48,0.54,0.6,0.28,0.5,0.69,0.4
doomlegacy.csv,0.7,0.69,0.69,0.67,0.64,0.58,0.61,0.42,0.68,0.6,0.64,0.63,0.69,0.37,1.0,0.62,0.78,0.65
elmo.csv,0.04,0.83,0.0,0.05,0.01,0.0,0.02,0.05,0.05,0.0,0.07,0.0,0.05,0.0,0.02,0.0,0.0,0.06
gpac.csv,0.43,0.0,0.36,0.41,0.39,0.35,0.41,0.96,0.44,0.45,0.32,0.52,0.52,0.57,0.26,0.66,0.55,0.53
illumination.csv,0.2,0.0,0.25,0.29,0.2,0.37,0.09,0.05,0.15,0.0,0.29,0.25,0.1,0.26,0.42,0.85,0.46,0.34
img-browse-sort.csv,0.59,0.45,0.48,0.54,0.59,0.48,0.5,0.54,0.49,0.45,0.66,0.54,0.61,0.93,0.24,0.45,0.28,0.49
ktc.csv,0.95,0.0,0.56,0.33,0.56,0.41,0.4,0.46,0.4,0.4,0.48,0.46,0.62,0.58,0.34,0.45,0.5,0.49
neoengine.csv,0.66,0.31,0.96,0.5,0.6,0.51,0.44,0.64,0.56,0.4,0.62,0.61,0.63,0.49,0.52,0.65,0.68,0.49
nicepress.csv,0.51,0.23,0.49,0.2,0.61,1.0,0.47,0.48,0.61,0.09,0.46,0.56,0.49,0.27,0.32,0.5,0.36,0.53
omseek.csv,0.09,0.0,0.04,0.16,0.17,0.44,0.19,0.13,0.16,0.24,0.16,0.9,0.27,0.18,0.05,0.07,0.06,0.07
pi-qmc.csv,0.61,0.13,0.67,0.71,0.57,0.53,0.44,0.33,0.57,0.61,0.58,0.65,0.72,0.6,0.39,0.58,1.0,0.47
rosegarden.csv,0.59,0.62,0.54,0.53,0.96,0.51,0.46,0.43,0.38,0.52,0.41,0.61,0.57,0.35,0.56,0.21,0.5,0.44
sigil.csv,0.48,0.44,0.55,0.53,0.5,0.53,0.46,0.27,0.26,0.69,0.62,0.52,0.99,0.64,0.24,0.39,0.54,0.49
smarttag.csv,0.43,0.0,0.65,0.28,0.53,0.4,0.39,0.49,0.62,1.0,0.45,0.28,0.27,0.57,0.5,0.49,0.46,0.42
sylpheed-claws.csv,0.61,0.43,0.61,0.42,0.49,0.56,0.56,0.55,0.97,0.41,0.43,0.59,0.47,0.62,0.51,0.53,0.6,0.47
xemeiah.csv,0.73,0.44,0.64,0.47,0.64,0.59,0.57,0.55,0.69,0.58,0.99,0.52,0.56,0.56,0.61,0.39,0.55,0.43
zscreen.csv,0.56,0.43,0.54,0.97,0.59,0.68,0.65,0.64,0.51,0.38,0.56,0.57,0.58,0.66,0.43,0.37,0.31,0.66
