,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.39,0.67,0.49,0.51,0.49,0.5,0.39,0.52,0.58,0.65,0.52,0.48,0.48,0.41,0.45,0.39,0.51,0.38
decidr.csv,0.7,0.39,0.46,0.5,0.72,0.64,0.46,0.38,0.38,0.56,0.61,0.65,0.49,0.41,0.96,0.63,0.52,0.59
doomlegacy.csv,0.4,0.45,0.43,0.42,0.45,0.46,0.36,0.3,0.4,0.39,0.47,0.45,0.41,0.28,0.4,0.38,0.45,0.35
elmo.csv,0.88,0.75,0.0,0.5,0.9,0.0,0.9,0.75,0.89,0.75,0.8,0.5,0.5,0.0,0.5,0.0,0.0,0.67
gpac.csv,0.63,0.65,0.81,0.68,0.74,0.7,0.61,0.48,0.59,0.73,0.85,0.69,0.56,0.56,0.83,0.62,0.67,0.53
illumination.csv,0.97,0.88,0.91,0.73,0.97,0.79,0.98,0.67,0.94,0.86,0.94,0.81,0.9,0.69,0.63,0.93,0.77,0.8
img-browse-sort.csv,0.57,0.5,0.75,0.58,0.7,0.67,0.61,0.51,0.53,0.64,0.6,0.72,0.6,0.83,0.83,0.76,0.69,0.62
ktc.csv,0.49,0.53,0.5,0.86,0.62,0.59,0.62,0.5,0.59,0.54,0.62,0.61,0.43,0.57,0.61,0.62,0.62,0.52
neoengine.csv,0.48,0.55,0.58,0.52,0.61,0.53,0.59,0.48,0.53,0.59,0.57,0.54,0.5,0.53,0.53,0.48,0.6,0.52
nicepress.csv,0.59,0.65,0.6,0.89,0.56,0.58,0.59,0.52,0.51,0.83,0.57,0.63,0.54,0.88,0.63,0.62,0.7,0.55
omseek.csv,0.93,0.75,0.88,0.83,0.94,0.62,0.99,0.9,0.96,0.72,0.92,0.97,0.92,0.83,0.67,0.67,0.5,0.8
pi-qmc.csv,0.5,0.51,0.52,0.45,0.68,0.53,0.56,0.33,0.62,0.43,0.56,0.56,0.47,0.42,0.69,0.54,0.59,0.57
rosegarden.csv,0.55,0.62,0.54,0.55,0.66,0.58,0.63,0.62,0.54,0.57,0.8,0.58,0.51,0.77,0.49,0.81,0.56,0.57
sigil.csv,0.6,0.57,0.56,0.56,0.66,0.53,0.55,0.81,0.85,0.44,0.5,0.65,0.47,0.59,0.95,0.63,0.64,0.52
smarttag.csv,0.67,0.75,0.51,0.79,0.58,0.72,0.64,0.48,0.4,0.79,0.57,0.63,0.82,0.35,0.49,0.51,0.76,0.61
sylpheed-claws.csv,0.49,0.45,0.5,0.59,0.56,0.53,0.48,0.37,0.5,0.67,0.56,0.56,0.69,0.45,0.46,0.47,0.51,0.53
xemeiah.csv,0.39,0.33,0.42,0.42,0.52,0.44,0.48,0.36,0.42,0.44,0.58,0.56,0.47,0.38,0.29,0.52,0.57,0.58
zscreen.csv,0.53,0.43,0.7,0.5,0.58,0.59,0.47,0.46,0.64,0.68,0.56,0.65,0.65,0.46,0.62,0.53,0.79,0.45
