,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.63,0.09,0.59,0.67,0.48,0.56,0.65,0.54,0.45,0.45,0.6,0.22,0.77,0.44,0.64,0.33,0.54,0.99
decidr.csv,0.38,0.24,0.59,0.65,0.31,0.34,0.99,0.66,0.61,0.31,0.51,0.2,0.6,0.4,0.37,0.34,0.57,0.52
doomlegacy.csv,0.62,0.18,0.59,0.72,0.48,0.51,0.72,0.7,0.66,0.48,0.62,0.22,0.72,0.41,1.0,0.37,0.6,0.78
elmo.csv,0.05,0.89,0.0,0.08,0.02,0.0,0.04,0.07,0.08,0.0,0.11,0.0,0.07,0.0,0.05,0.0,0.0,0.09
gpac.csv,0.45,0.0,0.4,0.47,0.37,0.33,0.45,0.96,0.49,0.33,0.38,0.3,0.6,0.45,0.35,0.45,0.59,0.64
illumination.csv,0.26,0.0,0.29,0.33,0.26,0.35,0.13,0.07,0.2,0.0,0.33,0.14,0.13,0.21,0.51,0.9,0.51,0.44
img-browse-sort.csv,0.59,0.21,0.5,0.61,0.52,0.4,0.53,0.57,0.53,0.33,0.67,0.24,0.64,0.96,0.33,0.37,0.19,0.6
ktc.csv,0.97,0.0,0.57,0.43,0.58,0.45,0.47,0.5,0.47,0.37,0.55,0.27,0.69,0.52,0.44,0.37,0.57,0.61
neoengine.csv,0.62,0.11,0.96,0.56,0.51,0.47,0.51,0.65,0.6,0.32,0.61,0.25,0.67,0.4,0.62,0.38,0.67,0.61
nicepress.csv,0.54,0.08,0.51,0.29,0.53,1.0,0.54,0.51,0.6,0.1,0.5,0.3,0.61,0.29,0.41,0.35,0.33,0.65
omseek.csv,0.12,0.0,0.05,0.23,0.23,0.47,0.26,0.18,0.22,0.19,0.23,0.94,0.38,0.21,0.07,0.1,0.08,0.11
pi-qmc.csv,0.56,0.13,0.58,0.75,0.53,0.49,0.49,0.71,0.55,0.43,0.56,0.26,0.76,0.41,0.49,0.36,1.0,0.58
rosegarden.csv,0.63,0.17,0.53,0.6,0.97,0.49,0.51,0.49,0.44,0.4,0.46,0.21,0.63,0.31,0.66,0.14,0.53,0.55
sigil.csv,0.48,0.15,0.53,0.62,0.39,0.5,0.5,0.31,0.33,0.48,0.59,0.26,0.99,0.53,0.32,0.27,0.5,0.6
smarttag.csv,0.44,0.0,0.56,0.37,0.42,0.4,0.45,0.52,0.61,1.0,0.46,0.12,0.32,0.38,0.59,0.31,0.46,0.53
sylpheed-claws.csv,0.58,0.11,0.57,0.5,0.41,0.5,0.59,0.57,0.98,0.38,0.44,0.25,0.53,0.46,0.61,0.33,0.44,0.59
xemeiah.csv,0.69,0.14,0.58,0.56,0.56,0.52,0.62,0.57,0.66,0.39,0.99,0.32,0.63,0.41,0.72,0.3,0.61,0.54
zscreen.csv,0.52,0.11,0.53,0.98,0.43,0.59,0.68,0.66,0.54,0.26,0.53,0.25,0.63,0.46,0.52,0.21,0.33,0.76
