,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.59,0.25,0.45,0.33,0.51,0.61,0.78,0.36,0.21,0.44,0.63,0.66,0.54,0.58,0.35,0.75,0.43,0.0
decidr.csv,0.42,0.36,0.35,0.3,0.31,0.25,0.01,0.6,0.41,0.49,0.29,0.38,0.24,0.61,0.15,0.34,0.29,0.21
doomlegacy.csv,0.55,0.69,0.51,0.33,0.67,0.74,0.73,0.87,0.59,0.77,0.64,0.62,0.43,0.89,0.0,0.68,0.36,0.5
elmo.csv,0.03,0.0,0.01,0.0,0.03,0.0,0.01,0.04,0.03,0.1,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
gpac.csv,0.22,0.25,0.15,0.48,0.21,0.28,0.4,0.02,0.21,0.41,0.19,0.22,0.19,0.29,0.23,0.32,0.07,0.14
illumination.csv,0.08,0.12,0.13,0.52,0.07,0.3,0.08,0.02,0.04,0.18,0.24,0.22,0.16,0.34,0.38,0.0,0.07,0.36
img-browse-sort.csv,0.22,0.18,0.17,0.33,0.25,0.46,0.37,0.34,0.21,0.41,0.24,0.34,0.43,0.0,0.27,0.22,0.64,0.29
ktc.csv,0.0,0.25,0.17,0.04,0.1,0.13,0.17,0.34,0.12,0.21,0.13,0.21,0.14,0.18,0.15,0.22,0.05,0.21
neoengine.csv,0.32,0.91,0.02,0.41,0.28,0.28,0.18,0.53,0.73,0.31,0.35,0.4,0.24,0.29,0.5,0.52,0.11,0.21
nicepress.csv,0.18,0.28,0.19,0.04,0.24,0.0,0.21,0.36,0.38,0.13,0.21,0.23,0.03,0.13,0.19,0.32,0.23,0.07
omseek.csv,0.04,0.06,0.03,0.0,0.01,0.14,0.08,0.09,0.09,0.38,0.04,0.0,0.0,0.11,0.0,0.03,0.02,0.07
pi-qmc.csv,0.36,0.97,0.45,0.44,0.2,0.29,0.35,0.91,0.6,0.49,0.5,0.42,0.22,0.47,0.27,0.45,0.0,0.14
rosegarden.csv,0.14,0.75,0.25,0.63,0.01,0.23,0.27,0.26,0.19,0.36,0.21,0.63,0.24,0.24,0.46,0.37,0.11,0.14
sigil.csv,0.3,0.28,0.26,0.11,0.36,0.26,0.42,0.3,0.12,0.62,0.53,0.27,0.03,0.24,0.19,0.32,0.2,0.14
smarttag.csv,0.25,0.06,0.51,0.11,0.34,0.23,0.23,0.45,0.38,0.0,0.33,0.33,0.27,0.66,0.42,0.42,0.14,0.21
sylpheed-claws.csv,0.3,0.43,0.3,0.19,0.31,0.3,0.47,0.53,0.01,0.18,0.31,0.37,0.32,0.37,0.46,0.45,0.68,0.43
xemeiah.csv,0.24,0.33,0.33,0.22,0.24,0.35,0.26,0.51,0.48,0.59,0.01,0.19,0.19,0.37,0.5,0.26,0.05,0.07
zscreen.csv,0.35,0.42,0.25,0.0,0.49,0.35,0.31,0.51,0.27,0.51,0.59,0.35,0.3,0.45,0.31,0.52,0.14,0.29
