,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.61,0.84,0.53,0.51,0.59,0.63,0.81,0.63,0.68,0.56,0.68,0.69,0.56,0.62,0.59,0.79,0.49,0.02
decidr.csv,0.75,0.41,0.49,0.53,0.74,0.74,0.02,0.65,0.55,0.75,0.61,0.67,0.56,0.68,0.78,0.63,0.43,0.67
doomlegacy.csv,0.58,0.69,0.56,0.47,0.68,0.76,0.74,0.88,0.62,0.77,0.67,0.67,0.51,0.9,0.0,0.7,0.4,0.58
elmo.csv,0.97,0.2,1.0,0.96,0.99,1.0,0.98,0.97,0.96,1.01,0.94,1.0,0.96,1.0,0.97,1.0,1.0,0.95
gpac.csv,0.65,1.03,0.7,0.78,0.68,0.75,0.74,0.06,0.64,0.7,0.74,0.56,0.55,0.54,0.81,0.48,0.51,0.53
illumination.csv,0.84,1.01,0.81,0.9,0.83,0.73,0.93,0.96,0.88,1.02,0.79,0.82,0.94,0.84,0.72,0.18,0.6,0.78
img-browse-sort.csv,0.49,0.63,0.6,0.58,0.5,0.7,0.65,0.59,0.59,0.7,0.43,0.59,0.58,0.08,0.83,0.63,0.97,0.62
ktc.csv,0.06,1.03,0.51,0.72,0.5,0.65,0.67,0.67,0.66,0.67,0.58,0.61,0.44,0.5,0.72,0.63,0.55,0.59
neoengine.csv,0.46,0.93,0.04,0.66,0.5,0.6,0.64,0.61,0.76,0.71,0.52,0.56,0.47,0.61,0.69,0.6,0.38,0.59
nicepress.csv,0.56,0.85,0.59,0.83,0.48,0.0,0.61,0.66,0.55,0.94,0.62,0.54,0.56,0.78,0.75,0.62,0.72,0.52
omseek.csv,0.93,1.0,0.97,0.87,0.86,0.63,0.84,0.9,0.87,0.87,0.87,0.12,0.77,0.85,0.96,0.94,0.95,0.94
pi-qmc.csv,0.54,0.97,0.53,0.5,0.51,0.58,0.68,0.92,0.71,0.6,0.63,0.53,0.36,0.61,0.7,0.61,0.0,0.59
rosegarden.csv,0.47,0.75,0.55,0.75,0.05,0.58,0.64,0.66,0.69,0.62,0.66,0.68,0.52,0.73,0.64,0.9,0.56,0.62
sigil.csv,0.62,0.66,0.55,0.53,0.64,0.56,0.7,0.82,0.79,0.63,0.62,0.58,0.03,0.45,0.82,0.72,0.54,0.58
smarttag.csv,0.66,1.0,0.59,0.77,0.61,0.68,0.69,0.68,0.53,0.0,0.67,0.83,0.82,0.73,0.67,0.67,0.61,0.66
sylpheed-claws.csv,0.51,0.74,0.51,0.66,0.62,0.56,0.63,0.68,0.03,0.67,0.68,0.56,0.65,0.53,0.68,0.65,0.72,0.69
xemeiah.csv,0.37,0.68,0.49,0.61,0.45,0.54,0.53,0.67,0.54,0.69,0.02,0.55,0.52,0.59,0.61,0.7,0.5,0.63
zscreen.csv,0.58,0.73,0.55,0.04,0.62,0.46,0.47,0.59,0.59,0.82,0.71,0.58,0.53,0.54,0.69,0.83,0.74,0.45
