,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,4.0,11.0,4.0,0.0,2.0,7.0,12.0,1.0,0.0,3.0,2.0,52.0,3.0,0.0,0.0,4.0,3.0,0.0
decidr.csv,1.0,2.0,0.0,0.0,10.0,3.0,0.0,0.0,5.0,3.0,0.0,34.0,4.0,0.0,0.0,4.0,2.0,0.0
doomlegacy.csv,10.0,3.0,2.0,0.0,9.0,6.0,4.0,0.0,1.0,1.0,2.0,37.0,3.0,3.0,0.0,8.0,2.0,0.0
elmo.csv,1.0,0.0,297.0,0.0,5.0,104.0,0.0,2.0,1.0,52.0,1.0,300.0,0.0,50.0,0.0,81.0,77.0,0.0
gpac.csv,3.0,71.0,1.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,1.0,8.0,1.0,2.0,0.0,3.0,2.0,0.0
illumination.csv,0.0,71.0,8.0,0.0,0.0,7.0,0.0,0.0,1.0,52.0,0.0,21.0,4.0,4.0,1.0,0.0,0.0,0.0
img-browse-sort.csv,4.0,3.0,2.0,0.0,1.0,14.0,9.0,0.0,1.0,6.0,1.0,41.0,7.0,0.0,3.0,5.0,30.0,0.0
ktc.csv,0.0,71.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,5.0,0.0,1.0
neoengine.csv,0.0,8.0,0.0,0.0,17.0,3.0,0.0,0.0,3.0,0.0,3.0,23.0,3.0,7.0,0.0,4.0,1.0,0.0
nicepress.csv,7.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,13.0,0.0,0.0,0.0,4.0,6.0,0.0
omseek.csv,6.0,71.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
pi-qmc.csv,4.0,8.0,3.0,0.0,0.0,3.0,1.0,0.0,1.0,4.0,1.0,25.0,0.0,2.0,0.0,14.0,0.0,1.0
rosegarden.csv,1.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,73.0,1.0,0.0,1.0,7.0,3.0,0.0
sigil.csv,4.0,14.0,1.0,0.0,12.0,3.0,2.0,0.0,4.0,0.0,1.0,6.0,0.0,1.0,0.0,14.0,1.0,0.0
smarttag.csv,7.0,71.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0,3.0,0.0,4.0,1.0,0.0
sylpheed-claws.csv,1.0,7.0,2.0,0.0,0.0,8.0,7.0,0.0,0.0,2.0,2.0,14.0,1.0,1.0,0.0,5.0,4.0,0.0
xemeiah.csv,1.0,13.0,1.0,0.0,5.0,6.0,0.0,0.0,0.0,7.0,0.0,3.0,1.0,5.0,1.0,4.0,0.0,0.0
zscreen.csv,10.0,19.0,4.0,0.0,9.0,5.0,5.0,0.0,1.0,2.0,1.0,23.0,2.0,0.0,0.0,3.0,1.0,0.0
