,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.94,1.0,0.84,0.4,0.94,1.0,0.67,0.94,0.96,0.94,0.99,0.72,0.73,1.0,0.66
aufs.csv,0.68,0.81,1.0,0.74,0.99,0.93,0.79,0.84,0.49,0.75,0.72,0.54,0.87,0.73,0.88
bulmages.csv,1.0,0.8,0.9,0.69,0.82,0.88,0.92,0.98,1.0,0.5,0.4,0.97,0.54,0.94,1.0
coot.csv,0.97,0.82,0.79,0.94,0.93,0.8,0.83,0.91,0.84,0.64,0.8,0.78,0.35,0.66,0.62
emono.csv,0.65,0.88,0.64,0.83,0.84,0.96,0.83,0.74,0.91,0.7,0.75,0.95,0.67,0.82,0.57
extprosys.csv,0.97,0.46,1.0,0.82,0.93,0.79,0.68,0.49,0.95,0.74,0.84,0.69,0.84,0.72,0.65
freelords.csv,0.78,0.53,0.98,0.81,0.73,0.71,0.5,0.79,0.6,0.62,0.62,0.67,0.75,0.86,0.95
jnode.csv,0.82,0.97,0.93,0.84,0.95,0.27,0.97,0.76,1.0,0.81,1.0,0.97,0.55,0.97,0.97
jruby.csv,0.66,0.98,0.78,1.0,0.69,0.9,0.74,0.55,1.0,0.98,0.57,0.96,0.97,0.58,0.85
jsecurity.csv,0.89,0.76,0.96,0.92,0.43,0.57,0.87,0.88,0.93,0.86,0.75,0.95,0.5,0.82,0.65
matrex.csv,0.7,0.93,0.89,0.64,0.92,0.75,0.96,0.56,0.84,1.0,0.23,0.82,0.93,0.87,0.83
officefloor.csv,0.54,0.81,0.88,0.95,0.82,0.53,0.91,0.41,0.57,0.87,0.68,0.72,0.75,0.8,0.7
projectfactory.csv,0.65,1.0,0.87,0.96,0.85,0.68,0.84,0.85,0.86,0.95,0.96,0.57,0.98,0.8,0.69
taverna.csv,0.69,0.87,0.47,0.98,0.81,0.62,0.88,0.67,0.97,0.73,0.85,0.7,0.52,0.85,0.66
vxl.csv,0.65,0.81,0.82,0.83,0.56,0.52,0.63,0.54,0.97,0.8,0.86,0.68,0.79,0.9,0.72
