,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.42,0.47,0.4,0.47,0.46,0.39,0.45,0.45,0.51,0.44,0.35,0.47,0.45,0.45,0.46
aufs.csv,0.76,0.7,0.5,0.51,0.93,0.75,0.55,1.0,0.51,0.67,0.5,0.59,0.92,0.81,0.93
bulmages.csv,0.0,0.87,0.9,0.35,0.78,0.98,0.9,0.99,0.0,0.41,0.4,0.0,0.38,0.92,0.0
coot.csv,0.67,0.73,0.64,0.33,0.57,0.61,0.62,0.69,0.67,0.42,0.45,0.55,0.44,0.81,0.52
emono.csv,0.53,0.54,0.53,0.42,0.67,0.41,0.5,0.71,0.54,0.51,0.39,0.4,0.51,0.55,0.56
extprosys.csv,0.43,0.6,0.39,0.93,0.49,0.5,0.46,0.46,0.5,0.52,0.45,0.55,0.79,0.52,0.54
freelords.csv,0.43,0.54,0.39,0.36,0.45,0.4,0.4,0.5,0.4,0.37,0.42,0.5,0.4,0.39,0.44
jnode.csv,0.77,0.94,0.83,0.69,0.5,0.8,0.86,0.97,0.5,0.9,0.0,0.0,0.44,0.8,0.5
jruby.csv,0.47,0.8,0.45,0.32,0.5,0.4,0.69,0.53,0.5,0.44,0.43,0.39,0.0,0.56,0.93
jsecurity.csv,0.83,0.9,0.67,0.86,0.48,0.48,0.93,0.98,0.59,0.9,0.67,0.75,0.43,0.6,0.78
matrex.csv,0.46,0.89,0.88,0.34,0.92,0.68,0.67,0.99,0.83,0.0,0.45,0.82,0.83,0.94,0.82
officefloor.csv,0.6,0.72,0.59,0.5,0.92,0.57,0.91,0.53,0.47,0.59,0.67,0.65,0.56,0.55,0.7
projectfactory.csv,0.5,0.0,0.85,0.67,0.92,0.7,0.87,0.99,0.8,0.8,0.9,0.52,0.75,0.72,0.55
taverna.csv,0.48,0.86,0.72,0.5,0.95,0.63,0.95,0.84,0.5,0.78,0.94,0.46,0.38,0.88,0.6
vxl.csv,0.65,0.49,0.58,0.9,0.42,0.53,0.53,0.41,0.5,0.51,0.34,0.56,0.78,0.45,0.5
