,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,0.72,0.09,0.15,0.79,0.56,0.7,0.1,0.72,0.57,0.2,0.46,0.46,0.89,0.52
continuum-ide.csv,0.06,0.73,0.25,0.27,0.25,0.12,0.2,0.23,0.0,0.08,0.19,0.38,0.53,0.2
free-evolution.csv,0.42,0.0,0.39,0.65,0.67,0.2,0.65,0.74,0.09,0.51,0.36,0.37,0.47,0.8
gtad.csv,0.2,0.0,0.18,0.21,0.33,0.06,0.0,0.33,0.0,0.14,0.13,0.28,0.21,0.12
jaxen.csv,0.85,1.0,0.57,0.37,0.89,0.11,0.8,0.82,0.15,0.84,0.59,0.65,0.89,0.76
jruby.csv,0.18,0.0,0.27,0.72,0.48,0.2,0.75,0.74,0.66,0.63,0.1,0.83,0.53,0.92
jsr308-langtools.csv,0.7,0.73,0.88,0.87,1.0,0.99,0.1,0.9,0.91,1.0,0.83,0.49,0.89,0.24
kaffeine.csv,0.96,0.09,0.53,0.62,0.51,0.62,1.0,0.92,1.0,0.49,0.6,0.61,0.63,0.72
oorexx.csv,0.11,0.0,0.4,0.29,0.18,0.0,0.0,0.03,0.05,0.04,0.39,0.25,0.32,0.4
qedo.csv,0.28,1.0,0.21,0.3,0.07,0.22,0.5,0.44,0.54,0.08,0.69,0.26,0.11,0.52
sarasvati.csv,0.35,0.0,0.26,0.35,0.28,0.99,0.2,0.54,0.86,0.33,0.17,0.5,0.42,0.08
taokgame.csv,0.25,0.0,0.23,0.1,0.36,0.2,0.3,0.21,0.21,0.24,0.06,0.26,0.05,0.08
zabbix.csv,0.65,0.0,0.48,0.51,0.25,0.33,0.25,0.15,0.14,0.43,0.42,0.51,0.58,0.36
