,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.55,0.46,0.7,0.48,0.0
bdbbasic.csv,0.49,0.36,0.71,0.5,0.0
empyrean.csv,0.58,0.0,0.0,0.0,0.0
gnome-jabber.csv,0.51,0.45,0.76,0.42,0.47
nutz.csv,0.74,0.65,0.57,0.46,0.57
