,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,libmesh.csv,openmsx.csv,doomlegacy.csv,quark.csv,pnotepad.csv,tango-cs.csv
doomlegacy.csv,0.45,0.56,0.42,0.38,0.4,0.35,0.51,0.43,0.4,0.5,0.5,0.51
gamestone.csv,0.94,0.88,0.71,0.86,0.92,0.75,0.67,0.83,0.73,0.67,0.7,0.39
gbif-providertoolkit.csv,0.0,0.0,0.0,0.5,0.92,0.5,0.5,0.75,0.0,0.86,0.0,0.9
heekscad.csv,0.45,0.56,0.34,0.34,0.36,0.37,0.4,0.38,0.38,0.56,0.5,0.56
igarden.csv,0.92,0.91,0.77,0.68,0.8,0.9,0.78,0.94,0.9,0.67,0.9,0.47
levent.csv,0.9,0.83,0.94,0.94,0.46,0.51,0.91,0.95,0.93,0.62,0.82,0.95
libmesh.csv,0.96,0.94,0.88,0.69,0.63,0.0,0.92,0.95,0.93,0.54,0.86,0.56
openmsx.csv,0.52,0.61,0.83,0.46,0.63,0.89,0.74,0.71,0.76,0.56,0.72,0.49
pnotepad.csv,0.45,0.51,0.36,0.33,0.34,0.41,0.38,0.38,0.31,0.32,0.4,0.34
quark.csv,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.61
tango-cs.csv,0.52,0.85,0.7,0.7,0.67,0.79,0.69,0.67,0.4,0.37,0.52,0.6
xcsoar.csv,0.4,0.59,0.47,0.51,0.41,0.46,0.45,0.45,0.42,0.34,0.62,0.32
