,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,libmesh.csv,openmsx.csv,doomlegacy.csv,quark.csv,pnotepad.csv,tango-cs.csv
doomlegacy.csv,0.65,0.6,0.69,0.65,0.65,0.6,0.46,0.55,1.0,0.73,0.55,0.47
gamestone.csv,0.19,1.0,0.35,0.07,0.09,0.1,0.05,0.14,0.23,0.35,0.25,0.52
gbif-providertoolkit.csv,0.0,0.0,0.02,0.07,0.94,0.02,0.1,0.06,0.01,0.1,0.02,0.16
heekscad.csv,0.97,0.14,0.77,0.57,0.65,0.52,0.34,0.52,0.59,0.49,0.58,0.44
igarden.csv,0.2,0.29,0.34,0.97,0.25,0.21,0.35,0.15,0.26,0.4,0.23,0.43
levent.csv,0.12,0.29,0.19,0.19,0.78,1.0,0.18,0.17,0.17,0.41,0.25,0.28
libmesh.csv,0.22,0.14,0.06,0.33,0.31,0.0,0.9,0.13,0.18,0.56,0.07,0.59
openmsx.csv,0.54,0.4,0.34,0.45,0.69,0.14,0.41,0.91,0.33,0.53,0.43,0.57
pnotepad.csv,0.58,0.62,0.56,0.27,0.53,0.6,0.51,0.46,0.59,0.36,0.98,0.6
quark.csv,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.4
tango-cs.csv,0.62,0.29,0.4,0.39,0.52,0.26,0.14,0.38,0.6,0.65,0.6,1.0
xcsoar.csv,0.62,0.42,1.0,0.51,0.64,0.46,0.22,0.38,0.52,0.3,0.32,0.65
