,exordium.csv,mptvseries.csv,toped.csv,qtractor.csv,flexpay.csv,openmsx.csv,synergyspace.csv,elateportal.csv,tango-cs.csv
elateportal.csv,0.37,0.63,0.57,0.39,0.47,0.42,0.38,1.0,0.42
exordium.csv,0.84,0.21,0.51,0.21,0.33,0.09,0.12,0.02,0.42
flexpay.csv,0.47,0.79,0.69,0.64,0.85,0.68,0.31,0.93,0.31
mptvseries.csv,0.42,0.95,0.29,0.36,0.25,0.06,0.15,0.0,0.31
openmsx.csv,0.68,0.68,0.65,0.61,0.63,0.97,0.65,0.93,0.8
qtractor.csv,0.58,0.26,0.53,0.93,0.34,0.25,0.23,0.05,0.6
synergyspace.csv,0.32,0.26,0.55,0.43,0.44,0.34,1.0,0.0,0.78
tango-cs.csv,0.37,0.05,0.22,0.39,0.34,0.26,0.31,0.11,0.96
toped.csv,0.74,0.42,1.0,0.68,0.36,0.26,0.46,0.11,0.33
