,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,megameknet.csv,hannosset.csv,v8.csv,ngl.csv,qmmp.csv,qedo.csv
encog-java.csv,0.0,0.1,0.67,0.01,0.02,0.93,0.69,0.78,0.81,0.05
h2database.csv,0.38,0.0,0.35,0.09,0.04,0.1,0.15,0.12,0.02,0.31
hannosset.csv,0.04,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0
jaql.csv,0.36,0.37,0.23,0.0,0.2,0.29,0.46,0.43,0.44,0.42
megameknet.csv,0.2,0.22,0.6,0.37,0.0,0.67,0.46,0.62,0.71,0.48
ngl.csv,0.56,0.6,0.37,0.42,0.23,0.35,0.69,0.0,0.42,0.49
qedo.csv,0.0,0.01,0.0,0.03,0.03,0.12,0.31,0.44,0.23,0.0
qmmp.csv,0.62,0.54,0.48,0.56,0.34,0.57,0.62,0.52,0.0,0.64
raven-monitoring.csv,0.1,0.27,0.02,0.09,0.11,0.3,0.54,0.46,0.37,0.11
v8.csv,0.51,0.38,0.27,0.33,0.27,0.93,0.08,0.94,0.98,0.42
