,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,megameknet.csv,hannosset.csv,v8.csv,ngl.csv,qmmp.csv,qedo.csv
encog-java.csv,0.0,13.0,0.0,1.0,0.0,16.0,0.0,0.0,6.0,260.0
h2database.csv,12.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,0.0,36.0
hannosset.csv,375.0,419.0,86.0,1.0,2.0,0.0,0.0,1.0,124.0,260.0
jaql.csv,4.0,4.0,0.0,0.0,11.0,9.0,0.0,0.0,6.0,82.0
megameknet.csv,20.0,21.0,0.0,4.0,0.0,15.0,0.0,0.0,6.0,57.0
ngl.csv,12.0,35.0,4.0,3.0,2.0,10.0,0.0,0.0,8.0,12.0
qedo.csv,0.0,419.0,86.0,0.0,306.0,74.0,0.0,0.0,2.0,0.0
qmmp.csv,16.0,5.0,1.0,9.0,9.0,8.0,1.0,0.0,0.0,33.0
raven-monitoring.csv,3.0,29.0,0.0,0.0,4.0,17.0,0.0,0.0,6.0,0.0
v8.csv,4.0,37.0,0.0,2.0,4.0,18.0,0.0,0.0,2.0,4.0
