,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.54,0.35,0.21,0.63,0.25,0.0,0.0,0.17,0.39,0.46,0.34,0.15,0.11,0.37,0.44,0.54,0.33,0.98
exl.csv,0.18,0.7,0.59,0.61,0.52,0.55,0.89,0.7,0.64,0.59,0.16,0.68,0.4,0.34,0.74,0.61,0.8,0.52
ildjit.csv,0.12,0.1,0.0,0.18,0.29,0.46,0.0,0.69,0.34,0.0,0.09,0.15,0.11,0.0,0.55,0.05,0.12,0.0
konversation.csv,0.63,0.76,0.6,0.26,0.64,0.65,0.82,0.12,0.26,0.21,0.8,0.38,0.73,0.71,0.42,0.34,0.6,0.89
ltp.csv,0.72,0.42,0.54,0.55,0.39,0.43,0.0,0.26,0.38,0.6,0.76,0.07,0.63,0.51,0.4,0.54,0.3,0.57
mcmc-jags.csv,0.17,0.68,0.62,0.09,0.71,0.79,0.75,0.41,0.75,0.37,0.76,0.0,0.7,0.83,0.44,0.62,0.68,0.17
micomt.csv,0.66,0.67,0.64,0.44,0.62,0.85,0.6,0.33,0.52,0.27,0.77,0.37,0.74,0.84,0.49,0.7,0.47,0.09
migen.csv,0.56,0.69,0.62,0.74,0.68,0.09,0.98,0.17,0.75,0.06,0.69,0.05,0.56,0.76,0.31,0.35,0.76,0.62
moviesandbox.csv,0.16,0.8,0.71,0.3,0.61,0.65,0.94,0.12,0.64,0.1,0.84,0.33,0.74,0.76,0.23,0.46,0.73,0.62
nebuladevice.csv,0.0,0.42,0.45,0.0,0.56,0.56,0.8,0.24,0.28,0.49,0.41,0.24,0.52,0.54,0.74,0.54,0.45,0.48
opengs.csv,0.01,0.62,0.64,0.53,0.28,0.38,0.91,0.2,0.75,0.25,0.54,0.38,0.53,0.66,0.49,0.47,0.79,0.67
openxava.csv,0.28,0.75,0.56,0.3,0.48,0.54,0.89,0.24,0.51,0.62,0.05,0.73,0.4,0.26,0.68,0.42,0.55,0.65
passwordsafe.csv,0.43,0.6,0.72,0.53,0.59,0.31,0.82,0.39,0.75,0.32,0.84,0.28,0.67,0.7,0.48,0.68,0.59,0.62
phonon-vlc-mplayer.csv,0.0,0.72,0.69,0.0,0.6,0.38,0.86,0.35,0.7,0.45,0.8,0.53,0.67,0.8,0.31,0.66,0.67,0.78
sepgsql.csv,0.31,0.76,0.69,0.81,0.59,0.32,0.97,0.34,0.67,0.21,0.6,0.48,0.69,0.43,0.09,0.56,0.74,0.83
tcl.csv,0.59,0.09,0.22,0.0,0.34,0.0,0.0,0.71,0.47,0.71,0.3,0.29,0.33,0.0,0.46,0.41,0.36,0.31
unflobtactical.csv,0.4,0.71,0.7,0.62,0.47,0.38,0.75,0.24,0.44,0.41,0.73,0.28,0.73,0.51,0.09,0.71,0.63,0.45
