,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.74,0.53,0.29,0.69,0.23,0.14,0.06,0.96,0.32,0.85,0.52,0.01,0.08,0.68,0.25,0.65,0.15,0.09
exl.csv,0.41,0.46,0.63,0.59,0.77,0.38,0.37,0.38,0.52,0.68,0.47,0.37,0.38,0.44,0.54,0.5,0.0,0.82
ildjit.csv,0.12,0.19,0.0,0.16,0.49,0.69,0.04,0.15,0.29,0.0,0.12,0.03,0.42,0.02,0.34,0.06,0.08,0.17
konversation.csv,0.35,0.22,0.2,0.1,0.28,0.43,0.52,0.35,0.22,0.28,0.22,0.88,0.31,0.58,0.44,0.18,0.38,0.38
ltp.csv,0.44,0.8,0.49,0.56,0.3,0.38,0.81,0.63,0.73,0.48,0.57,0.42,0.69,0.15,0.59,0.77,0.85,0.79
mcmc-jags.csv,0.96,0.5,0.71,0.98,0.49,0.26,0.62,0.88,0.6,0.25,0.48,1.0,0.62,0.41,0.79,0.36,0.69,0.96
micomt.csv,0.62,0.53,0.71,0.35,0.67,0.21,0.77,0.59,0.82,0.18,0.48,0.88,0.58,0.2,0.63,0.46,0.85,0.98
migen.csv,0.36,0.22,0.23,0.64,0.3,0.0,0.1,0.26,0.36,0.08,0.12,0.99,0.12,0.27,0.25,0.07,0.46,0.53
moviesandbox.csv,0.08,0.47,0.37,0.1,0.3,0.07,0.25,0.24,0.56,0.12,0.22,0.78,0.27,0.27,0.23,0.23,0.46,0.52
nebuladevice.csv,0.0,0.59,0.54,0.0,0.67,0.67,0.56,0.46,0.56,0.7,0.64,0.78,0.35,0.75,0.2,0.47,0.31,0.78
opengs.csv,0.03,0.16,0.51,0.79,0.3,0.02,0.33,0.28,0.29,0.1,0.11,0.64,0.23,0.14,0.41,0.08,0.15,0.32
openxava.csv,0.41,0.23,0.4,0.29,0.6,0.43,0.38,0.32,0.31,0.62,0.27,0.35,0.38,0.44,0.48,0.18,0.0,0.43
passwordsafe.csv,0.86,0.27,0.57,0.81,0.23,0.07,0.52,0.58,0.34,0.12,0.25,0.92,0.38,0.25,0.73,0.19,0.77,0.75
phonon-vlc-mplayer.csv,1.0,0.38,0.6,1.0,0.35,0.0,0.44,0.74,0.6,0.22,0.18,0.67,0.27,0.08,0.27,0.22,0.62,0.59
sepgsql.csv,0.19,0.2,0.43,0.32,0.26,0.05,0.13,0.4,0.62,0.08,0.07,0.25,0.15,0.15,0.03,0.1,0.38,0.5
tcl.csv,0.65,0.64,0.94,0.0,0.79,1.0,0.85,0.59,0.83,0.38,0.81,0.89,0.81,0.03,0.83,0.81,0.85,0.9
unflobtactical.csv,0.18,0.43,0.6,0.21,0.51,0.14,0.62,0.29,0.86,0.15,0.2,0.48,0.31,0.08,0.11,0.33,0.46,0.86
