,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.72,0.12,0.26,0.11,0.27,0.0,0.0,0.38,0.39,0.67,0.23,0.21,0.15,0.17,0.31,0.45,0.44,0.38
exl.csv,0.23,0.29,0.64,0.1,0.56,0.41,0.1,0.48,0.58,0.61,0.12,0.29,0.45,0.19,0.39,0.51,0.86,0.06
ildjit.csv,0.17,0.07,0.0,0.07,0.28,0.31,0.0,0.6,0.35,0.0,0.1,0.18,0.12,0.0,0.34,0.06,0.17,0.0
konversation.csv,0.71,0.44,0.66,0.13,0.63,0.47,0.07,0.09,0.29,0.25,0.67,0.18,0.75,0.38,0.23,0.37,0.69,0.13
ltp.csv,0.79,0.15,0.56,0.09,0.41,0.32,0.0,0.14,0.35,0.59,0.54,0.03,0.72,0.43,0.19,0.51,0.49,0.07
mcmc-jags.csv,0.82,0.27,0.71,0.09,0.66,0.63,0.06,0.41,0.68,0.42,0.54,0.2,0.76,0.49,0.22,0.54,0.89,0.05
micomt.csv,0.77,0.26,0.73,0.1,0.6,0.7,0.05,0.19,0.63,0.33,0.55,0.17,0.78,0.61,0.24,0.59,0.87,0.05
migen.csv,0.64,0.4,0.67,0.13,0.66,0.12,0.29,0.14,0.68,0.09,0.66,0.2,0.64,0.51,0.22,0.42,0.85,0.06
moviesandbox.csv,0.22,0.34,0.72,0.16,0.6,0.67,0.13,0.11,0.57,0.13,0.7,0.1,0.76,0.51,0.18,0.46,0.82,0.06
nebuladevice.csv,0.0,0.14,0.48,0.0,0.53,0.38,0.06,0.15,0.25,0.51,0.26,0.07,0.56,0.3,0.55,0.46,0.55,0.04
opengs.csv,0.02,0.42,0.67,0.09,0.29,0.48,0.11,0.16,0.7,0.31,0.55,0.11,0.59,0.55,0.27,0.54,0.85,0.1
openxava.csv,0.35,0.43,0.59,0.07,0.44,0.39,0.09,0.18,0.5,0.62,0.05,0.32,0.45,0.14,0.37,0.44,0.66,0.08
passwordsafe.csv,0.77,0.33,0.75,0.1,0.6,0.36,0.07,0.23,0.69,0.4,0.68,0.16,0.7,0.49,0.24,0.65,0.88,0.07
phonon-vlc-mplayer.csv,0.82,0.33,0.73,0.09,0.58,0.5,0.08,0.2,0.64,0.5,0.7,0.17,0.71,0.71,0.21,0.63,0.82,0.09
sepgsql.csv,0.39,0.46,0.7,0.2,0.59,0.38,0.22,0.23,0.61,0.29,0.63,0.25,0.74,0.37,0.11,0.6,0.82,0.1
tcl.csv,0.72,0.03,0.53,0.0,0.34,0.35,0.0,0.45,0.56,0.7,0.2,0.11,0.4,0.0,0.28,0.38,0.61,0.04
unflobtactical.csv,0.49,0.3,0.74,0.2,0.44,0.38,0.06,0.19,0.59,0.47,0.64,0.1,0.75,0.5,0.08,0.62,0.73,0.06
