,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.44,0.56,0.94,0.5,0.76,0.83,0.67,0.4,0.59,0.37,0.73,0.67,0.8,0.53,0.75,0.54,0.79,0.92
exl.csv,0.76,0.48,0.4,0.38,0.44,0.46,0.65,0.47,0.54,0.3,0.57,0.67,0.52,0.5,0.41,0.42,0.42,0.49
ildjit.csv,0.98,0.94,0.0,0.99,0.8,0.49,0.5,0.97,0.76,0.0,0.96,0.83,0.93,0.0,0.59,0.88,0.8,0.94
konversation.csv,0.53,0.48,0.5,0.98,0.45,0.68,0.5,0.68,0.69,0.94,0.76,0.53,0.38,0.58,0.57,0.94,0.52,0.55
ltp.csv,0.48,0.52,0.51,0.67,0.72,0.95,0.43,0.65,0.52,0.6,0.65,0.98,0.44,0.93,0.56,0.52,0.79,0.51
mcmc-jags.csv,0.33,0.46,0.37,0.42,0.4,0.52,0.45,0.42,0.42,0.65,0.54,0.48,0.38,0.61,0.38,0.49,0.45,0.43
micomt.csv,0.41,0.46,0.37,0.78,0.43,0.64,0.39,0.5,0.4,0.88,0.6,0.55,0.38,0.78,0.45,0.5,0.45,0.43
migen.csv,0.53,0.54,0.38,0.43,0.44,0.0,0.83,0.76,0.54,0.8,0.87,0.48,0.43,0.62,0.68,0.92,0.44,0.52
moviesandbox.csv,0.98,0.47,0.38,0.98,0.52,0.92,0.79,0.88,0.5,0.88,0.76,0.64,0.39,0.85,0.84,0.74,0.49,0.63
nebuladevice.csv,0.0,0.55,0.56,0.0,0.52,0.5,0.5,0.55,0.67,0.45,0.49,0.65,0.62,0.43,0.64,0.65,0.62,0.53
opengs.csv,0.88,0.62,0.39,0.47,0.62,0.83,0.56,0.53,0.59,0.92,0.84,0.71,0.43,0.94,0.53,0.69,0.41,0.62
openxava.csv,0.57,0.53,0.45,0.56,0.4,0.42,0.48,0.51,0.48,0.3,0.59,0.41,0.48,0.45,0.4,0.51,0.4,0.41
passwordsafe.csv,0.38,0.61,0.4,0.45,0.48,0.86,0.54,0.52,0.56,0.81,0.76,0.49,0.38,0.75,0.39,0.64,0.46,0.47
phonon-vlc-mplayer.csv,0.33,0.49,0.38,0.42,0.4,0.8,0.58,0.47,0.39,0.6,0.84,0.43,0.4,0.93,0.74,0.6,0.43,0.37
sepgsql.csv,0.75,0.52,0.38,0.56,0.47,0.83,0.88,0.48,0.41,0.9,0.94,0.6,0.44,0.86,0.67,0.69,0.43,0.42
tcl.csv,0.46,0.71,0.51,0.0,0.58,0.44,0.43,0.56,0.43,0.48,0.64,0.56,0.66,0.5,0.38,0.53,0.68,0.47
unflobtactical.csv,0.75,0.46,0.39,0.66,0.63,0.73,0.48,0.59,0.4,0.6,0.77,0.94,0.41,0.91,0.89,0.55,0.45,0.46
