,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.78,0.85,0.87,0.71,0.83,1.01,1.0,0.96,0.72,0.85,0.85,0.88,0.92,0.92,0.65,0.74,0.72,0.09
exl.csv,0.94,0.52,0.69,0.66,0.8,0.6,0.37,0.47,0.6,0.72,0.98,0.49,0.74,0.82,0.55,0.61,0.24,0.82
ildjit.csv,0.91,0.94,1.0,0.87,0.88,0.83,1.0,0.38,0.76,1.0,0.94,0.88,1.01,1.0,0.58,0.97,0.91,1.01
konversation.csv,0.51,0.33,0.48,0.78,0.47,0.54,0.52,0.96,0.81,0.87,0.29,0.9,0.4,0.6,0.74,0.72,0.57,0.38
ltp.csv,0.5,0.9,0.67,0.69,0.71,0.71,1.29,0.99,0.93,0.61,0.58,1.03,0.71,0.56,0.84,0.79,1.03,0.79
mcmc-jags.csv,0.96,0.56,0.73,0.98,0.53,0.33,0.62,0.88,0.6,0.71,0.5,1.0,0.63,0.41,0.88,0.53,0.69,0.96
micomt.csv,0.65,0.59,0.72,0.69,0.71,0.25,0.77,0.91,0.82,0.79,0.5,0.91,0.58,0.26,0.79,0.52,0.85,0.98
migen.csv,0.58,0.4,0.47,0.64,0.44,0.93,0.1,0.9,0.43,0.95,0.37,0.99,0.5,0.36,0.78,0.71,0.48,0.63
moviesandbox.csv,0.88,0.47,0.46,0.75,0.51,0.41,0.25,0.93,0.62,0.93,0.26,1.0,0.37,0.36,0.83,0.62,0.5,0.62
nebuladevice.csv,1.0,0.83,0.77,1.0,0.75,0.75,0.56,0.92,0.93,0.81,0.87,1.08,0.62,0.78,0.33,0.66,0.66,0.85
opengs.csv,0.99,0.44,0.59,0.8,0.82,0.67,0.33,0.87,0.37,0.8,0.52,0.9,0.56,0.41,0.67,0.58,0.27,0.46
openxava.csv,0.86,0.34,0.61,0.79,0.78,0.63,0.38,0.86,0.6,0.68,0.99,0.43,0.74,0.89,0.55,0.66,0.51,0.55
passwordsafe.csv,0.87,0.49,0.59,0.81,0.5,0.74,0.52,0.85,0.4,0.73,0.28,0.96,0.5,0.4,0.83,0.4,0.77,0.75
phonon-vlc-mplayer.csv,1.0,0.45,0.62,1.0,0.54,0.67,0.44,0.97,0.61,0.63,0.27,0.77,0.44,0.25,0.78,0.43,0.64,0.59
sepgsql.csv,0.76,0.32,0.51,0.35,0.51,0.73,0.13,0.8,0.65,0.82,0.46,0.62,0.38,0.63,0.93,0.5,0.44,0.5
tcl.csv,0.71,1.12,1.01,1.0,0.99,1.02,1.31,0.6,0.84,0.45,1.04,1.02,1.01,1.0,0.85,0.92,0.95,0.96
unflobtactical.csv,0.68,0.5,0.62,0.46,0.74,0.68,0.62,0.84,0.86,0.66,0.34,0.89,0.4,0.55,0.94,0.44,0.57,0.86
