,id,count_recall,count_precision,count_pf,cdom_score,bellwether
40,4,1,5,9,8,ossim.csv
47,5,1,2,7,8,les-indemodables.csv
17,6,1,5,7,6,amateur-scrolls.csv
12,7,1,10,17,16,vars-redux.csv
23,8,1,7,13,12,foursquared.csv
20,10,1,2,3,2,powerfolder-.csv
11,11,7,2,2,8,planeshift.csv
42,12,2,10,19,18,maidsafe-dht.csv
46,13,2,8,14,14,ardour.csv
48,14,4,3,2,3,google-caja.csv
41,15,3,11,15,16,autowikibrowser.csv
14,16,1,10,14,14,wxcrp.csv
19,17,8,7,12,16,libarchive.csv
9,18,4,5,6,10,ftm.csv
21,19,2,8,13,14,netatalk.csv
24,21,1,3,7,6,mule.csv
49,22,3,2,1,2,amygdala.csv
39,23,1,6,11,11,jpaul.csv
38,24,1,9,12,15,mclient-mume.csv
50,25,1,8,20,19,opennms.csv
22,26,2,8,13,17,tango-cs.csv
10,27,1,7,11,11,voms.csv
18,28,2,2,2,3,red5.csv
13,29,1,8,12,11,bionote.csv
31,30,3,9,13,14,kolmafia.csv
28,31,2,3,4,4,zildo.csv
2,32,1,9,17,16,wxcode.csv
8,33,1,3,6,5,lite.csv
7,34,2,3,9,8,igarden.csv
3,35,1,4,7,9,panda3d.csv
27,36,1,9,11,13,irplus.csv
32,39,1,7,16,16,jbasic.csv
44,40,2,3,15,16,checker-framework.csv
36,41,2,10,14,16,mptvseries.csv
15,42,1,5,16,19,anaxagora.csv
26,43,1,4,14,13,jcl.csv
25,44,1,6,8,8,illumination.csv
16,45,1,5,12,12,zoolib.csv
35,46,1,8,12,17,xuggle.csv
45,47,1,2,8,7,mycila.csv
37,48,1,8,18,16,ltp.csv
43,49,1,5,10,9,xbplayer.csv
0,50,1,3,4,5,atomsite.csv
5,51,1,6,15,14,bulmages.csv
33,52,1,5,11,13,icescrum.csv
30,53,2,3,9,8,azureus.csv
29,54,1,6,9,9,bibedt.csv
34,55,4,2,3,7,popeye-chess.csv
4,56,1,1,7,6,kvs.csv
1,57,1,7,11,12,ns-3-dev-def-routing.csv
6,58,3,5,11,12,ogrehg.csv
