,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,tcl.csv,decidr.csv,glas.csv
chipster.csv,0.0,0.53,0.42,0.05,0.47,0.6,0.63,0.2,0.06
decidr.csv,0.0,0.62,0.0,0.46,0.0,0.49,0.41,0.76,0.52
glas.csv,0.66,0.66,0.59,0.32,0.46,0.58,0.59,0.7,0.67
hatari.csv,0.56,0.67,0.69,0.53,0.5,0.61,0.53,0.49,0.57
ltp.csv,0.28,0.58,0.47,0.68,0.73,0.58,0.5,0.42,0.47
net-snmp.csv,0.72,0.59,0.54,0.46,0.31,0.4,0.51,0.2,0.36
opde.csv,0.0,0.5,0.0,0.56,0.0,0.59,0.0,0.51,0.13
powerfolder-.csv,0.6,0.68,0.58,0.5,0.29,0.37,0.57,0.51,0.26
tcl.csv,0.44,0.43,0.5,0.17,0.59,0.51,0.72,0.43,0.32
