,pokeglobal.csv,robocode.csv,gogoego.csv,uwom-server.csv,algebsql.csv,jhotdraw.csv,autoopencas.csv,springside.csv,jam-daq.csv,trinitycore.csv
algebsql.csv,0.2,0.26,0.22,0.68,1.0,0.23,1.0,0.29,0.38,0.65
autoopencas.csv,0.15,0.3,0.19,0.27,0.55,0.1,1.0,0.22,0.04,0.29
gogoego.csv,0.29,0.43,0.9,0.12,0.0,0.34,0.14,0.18,0.36,0.09
jam-daq.csv,0.44,0.43,0.36,0.41,0.12,0.26,0.3,0.12,0.98,0.42
jhotdraw.csv,0.37,0.17,0.19,0.18,0.15,0.94,0.16,0.02,0.13,0.18
pokeglobal.csv,0.98,0.57,0.6,0.41,0.76,0.79,0.45,0.61,0.71,0.42
robocode.csv,0.37,0.91,0.31,0.3,0.03,0.18,0.09,0.27,0.4,0.29
springside.csv,0.44,0.74,0.59,0.8,0.21,0.76,0.84,0.98,0.64,0.75
trinitycore.csv,0.49,0.83,0.53,0.84,0.45,0.61,0.18,0.57,0.56,0.89
uwom-server.csv,0.37,0.57,0.61,0.91,0.27,0.71,0.68,0.51,0.67,0.87
