,pokeglobal.csv,robocode.csv,gogoego.csv,uwom-server.csv,algebsql.csv,jhotdraw.csv,autoopencas.csv,springside.csv,jam-daq.csv,trinitycore.csv
algebsql.csv,1.0,6.0,7.0,11.0,0.0,15.0,10.0,1.0,0.0,11.0
autoopencas.csv,0.0,1.0,1.0,2.0,5.0,2.0,0.0,30.0,4.0,3.0
gogoego.csv,1.0,1.0,0.0,17.0,67.0,1.0,21.0,1.0,1.0,7.0
jam-daq.csv,0.0,3.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0
jhotdraw.csv,4.0,0.0,3.0,3.0,5.0,0.0,6.0,3.0,0.0,1.0
pokeglobal.csv,0.0,2.0,13.0,24.0,6.0,0.0,5.0,0.0,1.0,21.0
robocode.csv,0.0,0.0,0.0,19.0,4.0,25.0,23.0,22.0,1.0,18.0
springside.csv,0.0,4.0,12.0,3.0,0.0,10.0,5.0,0.0,0.0,7.0
trinitycore.csv,4.0,1.0,5.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0
uwom-server.csv,3.0,1.0,5.0,0.0,6.0,0.0,6.0,0.0,1.0,0.0
