,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.5,0.5,0.36,0.47,0.52,0.44,0.0,1.0,0.56,0.11,0.79,0.06,0.14
badtrinity-zero.csv,0.28,0.39,0.65,0.61,0.4,0.29,0.27,0.91,0.25,0.09,0.78,0.1,0.09
betoffice.csv,0.33,0.31,0.49,0.52,0.55,0.18,0.19,0.77,0.34,0.08,0.76,0.08,0.06
exordium.csv,0.53,0.4,0.63,0.86,0.54,0.43,0.55,0.89,0.39,0.19,0.91,0.16,0.2
fltk.csv,0.36,0.29,0.72,0.76,0.48,0.27,0.4,0.94,0.28,0.1,0.82,0.24,0.17
gabel.csv,0.5,0.5,0.55,0.78,0.5,0.57,0.48,0.92,0.56,0.21,0.86,0.33,0.17
genoviz.csv,0.43,0.0,0.83,0.93,0.25,0.73,1.0,1.0,0.25,0.13,0.87,0.0,0.5
irrlicht.csv,0.32,0.32,0.0,0.58,0.5,0.26,0.25,0.85,0.3,0.08,0.82,0.08,0.1
nug.csv,0.64,0.27,0.41,0.63,0.51,0.3,0.25,0.71,0.31,0.08,0.76,0.09,0.11
rezilla.csv,0.31,0.58,0.52,0.46,0.48,0.21,0.18,0.81,0.25,0.08,0.76,0.05,0.04
toped.csv,0.32,0.31,0.53,0.53,0.57,0.24,0.27,1.0,0.26,0.08,0.77,0.08,0.13
xmemcached.csv,0.41,0.32,0.43,0.56,0.54,0.57,0.24,0.79,0.36,0.08,0.76,0.1,0.13
zoolib.csv,0.4,0.3,0.63,0.81,0.42,0.31,0.39,0.91,0.33,0.19,0.82,0.24,0.12
