,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.62,0.67,0.37,0.14,0.62,0.33,0.36,0.89,0.75,0.83,0.36,0.7,0.73,0.68,0.74
encog-cs.csv,0.93,0.83,0.93,1.0,0.95,0.99,0.91,1.0,0.31,0.22,1.0,0.97,0.56,0.9,0.74
extprosys.csv,0.64,1.0,0.26,0.64,0.84,0.7,0.36,0.89,0.74,0.99,0.49,0.54,0.9,0.69,0.45
ibatisdb.csv,0.11,0.33,0.28,0.21,0.35,0.29,0.09,0.33,0.25,0.36,0.2,0.27,0.07,0.16,0.16
intact.csv,0.51,0.83,0.61,0.43,0.56,0.27,0.27,0.33,0.33,0.92,0.55,0.35,0.62,0.39,0.29
japano.csv,0.81,1.0,0.75,0.93,0.75,0.82,1.0,0.22,0.93,0.82,0.94,0.89,0.92,0.82,0.61
lockss.csv,0.18,0.0,0.01,0.0,0.12,0.04,0.0,0.33,0.03,0.28,0.19,0.11,0.12,0.18,0.1
ofbiz.csv,0.69,0.67,0.92,0.5,0.49,0.66,0.45,0.33,0.46,0.27,0.66,0.3,0.32,0.5,0.74
officefloor.csv,0.39,0.0,0.33,0.29,0.19,0.19,0.0,0.67,0.28,0.23,0.28,0.11,0.09,0.47,0.65
opennms.csv,0.45,0.83,0.03,0.07,0.22,0.05,0.82,0.0,0.14,0.34,0.21,0.41,0.38,0.08,0.0
rohxel.csv,0.38,0.0,0.49,0.14,0.16,0.14,0.27,0.0,0.05,0.07,0.19,0.27,0.05,0.14,0.0
roolo.csv,0.78,0.67,0.84,0.71,0.81,0.81,0.55,0.44,0.69,0.61,0.87,0.24,0.73,0.76,0.65
sevenupdate.csv,1.0,0.0,1.0,1.0,0.91,1.0,1.0,1.0,0.88,0.55,0.99,1.0,0.91,1.0,1.0
web-cat.csv,0.56,0.0,0.4,0.79,0.64,0.58,0.55,0.44,0.63,0.67,0.7,0.57,0.39,0.39,0.23
