,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.63,0.46,0.73,0.58,0.53,0.83,0.43,0.52,0.3,0.67,0.5,0.44,0.5,0.6,0.27
bibletime.csv,0.53,1.0,0.98,1.0,0.48,0.93,0.86,0.37,0.66,1.0,0.74,0.89,0.61,0.79,0.97
boost.csv,0.67,0.5,0.7,0.47,0.69,0.77,0.5,0.37,0.44,1.0,0.7,0.63,0.5,0.49,0.41
doomlegacy.csv,0.81,0.27,0.04,0.05,0.21,0.73,0.14,0.31,0.74,1.0,0.33,0.55,0.61,0.36,0.14
gpac.csv,0.66,1.0,0.66,1.0,1.0,1.0,1.0,0.95,0.66,1.0,0.98,0.53,1.0,1.0,0.99
kftpgrabber.csv,0.25,0.42,0.61,0.71,0.65,0.77,0.57,0.28,0.57,0.0,0.67,0.51,0.56,0.0,0.3
nativeclient.csv,0.65,0.85,0.5,0.71,0.55,0.67,0.79,0.4,0.59,0.67,0.77,0.76,0.75,0.72,0.66
netatalk.csv,0.77,0.5,0.68,0.45,0.42,0.63,0.64,0.63,0.76,1.0,0.71,0.76,0.61,0.83,0.53
open-ms.csv,0.56,0.19,0.05,0.21,0.28,0.6,0.43,0.18,0.8,0.67,0.36,0.52,0.58,0.4,0.18
openmsx.csv,0.6,0.15,0.12,0.13,0.5,0.17,0.29,0.57,0.75,0.67,0.45,0.69,0.5,0.21,0.4
rosegarden.csv,0.71,0.69,0.59,0.5,0.51,0.7,0.57,0.4,0.85,1.0,0.65,0.84,0.58,0.6,0.68
rsyslog.csv,0.79,0.73,0.11,0.08,0.82,0.6,0.5,0.31,0.69,1.0,0.64,0.83,0.81,0.72,0.71
sandiaportals.csv,0.75,0.73,0.93,0.5,0.42,0.83,0.64,0.45,0.25,0.67,0.77,0.56,0.53,0.75,0.5
xmoto.csv,0.66,0.46,0.38,0.08,0.68,0.6,1.0,0.35,0.32,0.0,0.74,0.53,0.69,0.96,0.23
xqilla.csv,0.49,0.04,0.25,0.26,0.05,0.27,0.29,0.11,0.51,1.0,0.17,0.34,0.19,0.21,0.17
