,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.37,0.63,0.62,0.5,0.46,0.45,0.4,0.38,0.83,0.04,0.92,0.3,0.67,0.86,0.75
bibletime.csv,0.4,0.54,0.54,0.35,0.46,0.44,0.26,0.41,0.74,0.03,0.94,0.21,0.52,0.78,0.6
boost.csv,0.45,0.65,0.6,0.34,0.55,0.42,0.33,0.59,0.88,0.03,0.88,0.24,0.64,1.0,0.72
doomlegacy.csv,0.35,1.0,0.4,0.4,0.6,0.52,0.5,0.5,0.84,0.03,0.96,0.26,0.63,1.0,0.71
gpac.csv,0.33,0.52,0.74,0.34,0.38,0.33,0.27,0.42,0.73,0.03,0.82,0.25,0.45,0.75,0.59
kftpgrabber.csv,0.46,0.79,0.61,0.38,0.42,0.53,0.32,0.49,0.84,0.0,0.86,0.28,0.77,0.0,0.77
nativeclient.csv,0.49,0.61,0.61,0.38,0.45,0.57,0.38,0.46,0.9,0.03,0.89,0.25,0.56,0.88,0.78
netatalk.csv,0.35,0.76,0.55,0.4,0.46,0.33,0.47,0.41,0.79,0.03,0.85,0.22,0.51,0.77,0.67
open-ms.csv,0.49,1.0,0.5,0.53,0.52,0.6,0.55,0.4,0.81,0.04,0.92,0.28,0.51,0.78,0.79
openmsx.csv,0.28,0.4,0.58,0.2,0.44,0.17,0.27,0.52,0.75,0.02,0.77,0.2,0.4,0.58,0.56
rosegarden.csv,0.57,0.72,0.63,0.3,0.49,0.4,0.4,0.47,0.8,0.03,0.93,0.22,0.6,0.84,0.63
rsyslog.csv,0.42,0.68,0.55,0.3,0.44,0.4,0.35,0.51,0.76,0.03,0.93,0.25,0.49,0.86,0.74
sandiaportals.csv,0.34,0.59,0.55,0.31,0.49,0.34,0.32,0.46,0.83,0.04,0.89,0.24,0.58,0.98,0.68
xmoto.csv,0.41,0.75,0.58,0.6,0.35,0.51,0.29,0.47,0.81,0.0,0.88,0.32,0.69,0.74,0.79
xqilla.csv,0.29,1.0,0.58,0.48,0.36,0.32,0.29,0.3,0.75,0.3,0.85,0.17,0.35,0.58,0.48
