,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,0.5,0.4,0.5,0.39,0.47,0.72,0.71,0.75,0.53,0.67,0.63,0.65,0.7,0.65,0.57,0.63
arsenal-1.csv,0.91,0.8,0.0,0.54,0.33,0.33,0.75,0.75,0.88,0.46,0.0,0.83,0.0,0.93,0.71,0.88
bnetd.csv,0.3,0.36,0.38,0.31,0.35,0.3,0.5,0.41,0.4,0.42,0.53,0.48,0.35,0.43,0.4,0.45
cascading.csv,0.4,0.48,0.41,0.53,0.35,0.34,0.52,0.42,0.44,0.44,0.86,0.6,0.59,0.51,0.53,0.58
fm-classic.csv,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.5
free-evolution.csv,0.86,0.44,0.8,0.44,0.51,0.8,0.92,0.82,0.8,0.89,0.67,0.87,0.4,0.94,0.69,0.92
gnome-jabber.csv,0.35,0.46,0.44,0.68,0.41,0.34,0.45,0.48,0.44,0.42,0.52,0.47,0.49,0.46,0.56,0.45
guineu.csv,0.69,0.48,0.65,0.91,0.47,0.75,0.83,0.89,0.94,0.89,0.8,0.94,0.71,0.97,0.76,0.88
ipfilter.csv,0.44,0.4,0.56,0.4,0.4,0.36,0.93,0.59,0.46,0.43,0.51,0.55,0.46,0.45,0.54,0.48
jruby.csv,0.58,0.41,0.0,0.41,0.38,0.55,0.0,0.9,0.5,0.46,0.39,0.94,0.34,0.54,0.49,0.58
l2j.csv,0.32,0.33,0.39,0.35,0.31,0.34,0.45,0.46,0.39,0.42,0.5,0.51,0.68,0.46,0.47,0.4
libmesh.csv,0.76,0.83,0.97,0.62,0.49,0.62,0.78,0.84,0.79,0.85,0.78,0.73,0.9,0.64,0.64,0.71
mvdsv.csv,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stajistics.csv,0.43,0.52,0.62,0.58,0.41,0.44,0.66,0.63,0.55,0.36,0.66,0.59,0.51,0.64,0.54,0.61
twostep.csv,0.41,0.31,0.65,0.43,0.33,0.5,0.65,0.7,0.53,0.48,0.32,0.81,0.41,0.61,0.45,0.48
x4x.csv,0.35,0.4,0.35,0.46,0.38,0.46,0.55,0.75,0.46,0.49,0.6,0.96,0.44,0.43,0.76,0.51
