,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,0.37,0.8,0.98,0.52,0.15,0.06,0.57,0.15,0.77,0.67,0.97,0.24,0.74,0.74,0.85,0.21
arsenal-1.csv,0.55,0.8,0.0,1.0,0.15,0.05,1.0,0.25,0.88,0.43,0.0,0.0,1.0,0.7,0.92,0.38
bnetd.csv,0.3,0.82,0.5,0.48,0.11,0.04,1.0,0.25,0.81,0.36,0.94,0.25,0.76,0.76,0.82,0.4
cascading.csv,0.3,0.86,0.61,0.63,0.15,0.06,0.71,0.26,1.0,0.7,1.0,0.24,0.82,0.74,0.84,0.52
fm-classic.csv,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
free-evolution.csv,0.29,0.8,0.45,0.44,0.14,0.0,0.23,0.27,0.67,0.67,1.0,1.0,0.8,0.83,0.95,0.31
gnome-jabber.csv,0.32,0.74,0.46,0.36,0.09,0.03,0.5,0.35,0.77,0.37,0.97,0.23,0.6,0.73,0.86,0.32
guineu.csv,1.0,0.76,0.74,0.36,0.11,0.0,0.67,0.44,0.76,0.89,0.95,0.38,0.71,0.77,0.95,0.38
ipfilter.csv,0.25,0.78,0.41,0.46,0.06,0.03,0.57,0.38,0.77,0.35,0.94,0.2,0.98,0.7,0.86,0.28
jruby.csv,0.46,0.82,0.0,0.51,0.09,0.07,1.0,0.3,0.81,0.36,0.93,0.18,0.66,0.71,1.0,0.48
l2j.csv,0.29,0.79,0.53,0.55,0.12,0.04,0.66,0.23,0.84,0.44,0.91,0.32,0.82,1.0,0.88,0.38
libmesh.csv,0.31,0.67,0.47,0.47,0.14,0.03,0.53,0.84,0.84,0.46,0.94,0.17,0.7,0.69,0.86,0.24
mvdsv.csv,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
stajistics.csv,0.26,0.86,0.38,0.53,0.04,0.09,0.54,0.33,0.85,0.5,0.95,0.23,0.79,0.85,0.83,1.0
twostep.csv,0.35,0.84,0.65,0.57,0.14,0.11,0.65,0.2,0.86,1.0,0.96,0.29,0.74,0.8,0.84,0.52
x4x.csv,0.32,0.98,0.6,0.54,0.09,0.0,0.5,0.4,0.77,0.39,0.94,0.37,0.76,0.74,0.82,0.33
