,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,0.62,0.66,0.03,0.66,0.54,0.71,0.68,0.96,0.74,0.55,0.71,0.71,0.71,0.68,0.76,0.89
arsenal-1.csv,0.77,0.83,1.0,0.04,0.54,0.76,0.9,0.96,0.83,0.62,1.0,1.0,0.98,0.86,0.83,0.9
bnetd.csv,0.84,0.63,0.74,0.76,0.81,0.94,0.08,0.92,0.64,0.81,1.01,0.69,0.65,0.64,0.86,0.56
cascading.csv,0.73,0.62,0.56,0.6,0.54,0.69,0.51,0.85,0.0,0.32,0.92,0.74,0.71,0.68,0.9,0.49
fm-classic.csv,1.0,0.98,1.0,1.0,1.0,0.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,0.93
free-evolution.csv,0.93,0.67,0.85,0.75,0.59,1.0,0.97,0.9,0.88,0.77,0.61,0.09,0.52,0.92,0.71,0.88
gnome-jabber.csv,0.85,0.89,0.91,0.84,0.92,0.94,0.89,0.8,0.92,1.0,0.6,0.9,1.03,0.81,0.83,0.85
guineu.csv,0.0,0.75,0.68,0.88,0.75,1.0,0.9,0.85,0.9,0.69,0.74,0.82,0.81,0.89,0.84,0.9
ipfilter.csv,0.87,0.85,0.87,0.86,0.98,0.9,0.81,0.78,0.87,1.0,1.02,0.81,0.06,0.94,0.87,0.97
jruby.csv,0.62,0.63,1.0,0.67,1.0,0.52,0.97,0.9,0.64,0.88,0.82,0.92,0.87,0.73,0.01,0.53
l2j.csv,0.86,0.72,0.62,0.58,0.68,0.78,0.52,0.92,0.56,0.65,0.88,0.56,0.64,0.02,0.8,0.58
libmesh.csv,0.74,0.87,0.77,0.71,0.59,0.78,0.71,0.11,0.72,0.78,0.75,0.86,0.76,0.79,0.74,0.8
mvdsv.csv,0.96,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0
stajistics.csv,0.81,0.62,0.83,0.69,1.02,0.43,0.69,0.75,0.69,0.5,0.83,0.71,0.53,0.66,0.82,0.07
twostep.csv,0.64,0.55,0.72,0.61,0.59,0.37,0.7,0.94,0.62,0.04,0.65,0.83,0.66,0.68,0.79,0.49
x4x.csv,0.88,0.08,0.5,0.62,0.98,1.15,0.76,0.65,0.79,0.68,1.01,0.71,0.66,0.66,0.85,0.74
