,utgb.csv,fw4spl.csv,nassp.csv,super-tux.csv,soar.csv,mesa3d.csv,ipfilter.csv,tencompetence.csv,rockbox.csv
fw4spl.csv,0.06,0.88,0.25,0.43,0.23,0.36,0.33,0.35,0.16
ipfilter.csv,0.66,0.73,0.67,0.68,0.68,0.77,1.0,0.93,0.79
mesa3d.csv,0.34,0.42,0.17,0.24,0.16,0.84,0.2,0.33,0.16
nassp.csv,0.37,0.31,1.0,0.08,0.68,0.33,0.11,0.25,0.05
rockbox.csv,0.4,0.56,0.67,0.33,0.48,0.51,0.41,0.31,0.89
soar.csv,0.29,0.17,0.5,0.29,0.9,0.39,0.3,0.61,0.42
super-tux.csv,0.66,1.0,1.0,1.0,0.1,1.0,1.0,0.44,1.0
tencompetence.csv,0.4,0.17,0.08,0.43,0.55,0.25,0.17,1.0,0.26
utgb.csv,1.0,0.38,0.83,0.56,0.61,0.9,0.0,0.2,0.11
