,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,0.42,0.94,1.0,0.37,0.26,0.5,0.87,0.55,0.43,0.12,0.79,0.38,0.5,0.37,0.8,0.6,0.23,0.22,0.58
elvishrayrenderer.csv,0.38,0.76,0.79,0.46,0.18,0.27,0.72,0.59,0.5,0.11,0.86,0.49,0.44,0.54,0.69,0.45,0.21,0.34,0.85
graphmak.csv,0.46,1.0,0.33,0.65,0.15,0.25,1.0,0.61,0.54,0.12,0.74,0.28,0.46,0.38,0.0,0.6,0.0,0.41,0.59
jmol.csv,0.42,0.82,0.91,0.33,0.22,0.21,0.81,0.49,0.46,0.11,0.88,0.34,0.47,0.47,0.78,0.55,0.21,0.21,0.71
mesa3d.csv,0.41,0.9,1.0,0.67,0.28,0.11,1.0,0.57,0.31,0.17,0.9,0.49,0.5,0.18,0.79,0.61,0.32,0.33,0.66
minig.csv,0.39,0.75,0.79,0.41,0.13,0.33,0.73,0.69,0.39,0.19,0.81,0.58,0.46,0.41,0.6,0.49,0.17,0.3,0.65
moving-pictures.csv,0.67,0.93,1.0,0.53,0.27,0.24,1.0,0.46,0.49,0.09,0.83,0.37,0.63,0.86,1.0,0.67,0.0,0.25,0.65
ngl.csv,0.43,0.81,0.8,0.45,0.29,0.21,0.87,0.53,0.5,0.16,0.81,0.42,0.5,0.38,0.89,0.67,0.47,0.23,0.64
nunit.csv,0.4,0.84,0.8,0.47,0.16,0.26,0.69,0.54,0.46,0.09,0.81,0.43,0.44,0.84,0.7,0.41,0.22,0.36,0.67
octave.csv,0.4,0.76,1.0,0.22,0.39,0.05,0.74,0.36,0.41,0.0,0.86,0.42,0.41,0.43,0.76,0.57,0.35,0.27,0.67
opengs.csv,0.38,0.9,1.0,0.39,0.18,0.22,0.86,0.5,0.66,0.15,0.77,0.32,0.48,0.38,0.77,0.76,0.23,0.18,0.65
owlib.csv,0.64,0.86,0.96,0.47,0.24,0.36,0.79,0.65,0.43,0.2,0.85,0.59,0.5,0.48,0.79,0.64,0.28,0.25,0.72
prelude.csv,0.4,0.82,0.95,0.35,0.18,0.21,0.85,0.51,0.47,0.12,0.81,0.39,0.49,0.38,0.75,0.53,0.25,0.21,0.66
tokratan.csv,0.41,0.86,1.0,0.33,0.11,0.4,0.89,0.61,0.88,0.27,0.85,0.4,0.48,0.8,0.76,0.59,0.24,0.24,0.74
xfce.csv,0.48,0.9,1.0,0.38,0.19,0.37,0.76,0.52,0.48,0.12,0.8,0.45,0.49,0.35,0.79,0.57,0.24,0.28,0.59
xharbour.csv,0.4,0.97,0.77,0.4,0.21,0.28,0.79,0.52,0.41,0.11,0.81,0.37,0.58,0.41,0.72,0.53,0.21,0.25,0.68
zabbix.csv,0.44,0.93,0.88,0.42,0.16,0.22,1.0,0.5,0.44,0.15,0.83,0.36,0.56,0.6,0.76,0.59,0.19,0.2,0.72
zengine.csv,0.4,0.86,0.84,0.35,0.18,0.2,1.0,0.53,0.42,0.11,0.82,0.38,0.47,0.44,0.73,0.54,0.28,0.23,0.65
zildo.csv,0.44,0.81,0.96,0.35,0.27,0.33,0.91,0.75,0.38,0.24,0.85,0.5,0.53,0.48,0.78,0.75,0.24,0.22,0.68
