,exordium.csv,mptvseries.csv,toped.csv,qtractor.csv,flexpay.csv,openmsx.csv,synergyspace.csv,elateportal.csv,tango-cs.csv
elateportal.csv,0.65,0.48,0.43,0.48,0.46,0.44,0.47,0.31,0.56
exordium.csv,0.61,0.41,0.31,0.52,0.57,0.78,0.59,0.75,0.41
flexpay.csv,0.58,0.57,0.6,0.67,0.66,0.5,0.57,0.5,0.74
mptvseries.csv,0.5,0.5,0.41,0.57,0.64,0.78,0.94,0.5,0.53
openmsx.csv,0.42,0.58,0.38,0.52,0.5,0.64,0.76,0.45,0.93
qtractor.csv,0.54,0.46,0.35,0.5,0.48,0.62,0.51,0.8,0.58
synergyspace.csv,0.94,0.63,0.83,0.92,0.52,0.96,0.73,0.75,0.71
tango-cs.csv,0.73,0.62,0.36,0.37,0.41,0.4,0.39,0.7,0.48
toped.csv,0.51,0.47,0.4,0.68,0.46,0.71,0.57,0.37,0.44
