,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv
ikvm.csv,0.49,1.0,0.06,0.19,0.75,0.61,0.49,0.25,0.22,0.41
libtorrent.csv,0.72,0.58,0.1,0.45,0.84,0.99,0.7,0.26,0.33,0.91
mcmc-jags.csv,0.69,0.43,0.18,0.97,0.71,0.64,0.65,0.26,0.24,0.88
nebuladevice.csv,0.43,0.16,0.22,0.11,0.44,0.28,0.38,0.2,1.0,0.13
olap-navigator.csv,0.99,0.62,0.1,0.65,0.75,0.71,0.59,0.3,0.38,0.91
pidgin.csv,0.66,0.53,0.12,0.41,0.99,0.71,0.67,0.31,0.37,0.82
salasaga.csv,0.75,0.59,0.09,0.38,0.78,0.79,0.63,1.0,0.23,0.9
sepgsql.csv,0.26,0.21,0.98,0.12,0.13,0.04,0.08,0.06,0.0,0.19
xstore.csv,0.77,0.46,0.12,0.48,0.78,0.63,1.0,0.34,0.18,0.86
xtreemfs.csv,0.74,0.46,0.17,0.21,0.63,0.61,0.66,0.32,0.31,1.0
