,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
empserver.csv,0.29,0.24,0.5,0.5,0.98,0.52,0.45,0.46
enlightenment.csv,0.56,0.57,0.64,0.98,0.43,0.42,0.53,0.38
ffigo.csv,0.37,0.55,0.58,0.52,0.57,0.0,0.98,0.42
ildjit.csv,0.04,0.94,0.09,0.04,0.04,0.0,0.01,0.04
jfreereport.csv,0.39,0.64,0.9,0.36,0.35,0.53,0.41,0.4
psycle.csv,0.98,0.62,0.55,0.59,0.47,0.49,0.61,0.6
wikipediardware.csv,0.68,0.54,0.05,0.51,0.0,0.43,0.57,0.96
wxjs.csv,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0
