,jsidplay2.csv,mule.csv,e-bio-flow.csv,jbasic.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,power-architect.csv,reaper3d.csv,bigdata.csv,nunit.csv
bigdata.csv,0.65,0.75,0.43,0.29,0.69,0.12,0.38,0.26,0.48,0.17,0.84,0.37
e-bio-flow.csv,0.71,0.62,0.59,0.75,0.67,0.0,0.33,0.25,0.29,0.15,0.86,0.36
freedom-erp.csv,0.64,0.11,0.42,0.06,0.76,0.0,0.22,0.13,0.49,0.0,0.48,0.18
jbasic.csv,0.77,0.54,0.48,0.73,0.75,0.06,0.32,0.27,0.83,0.21,0.56,0.37
jgossipforum.csv,0.51,0.54,0.4,0.55,0.08,0.42,0.5,0.43,0.33,0.18,0.27,0.36
joustsim.csv,0.38,0.69,0.41,0.68,0.31,0.11,0.77,0.3,0.7,0.14,0.75,0.35
jsidplay2.csv,0.85,0.62,0.51,0.69,0.74,0.07,0.26,0.19,0.83,0.1,0.78,0.31
madman.csv,0.34,0.45,0.37,0.34,0.11,0.07,0.45,0.56,0.11,0.14,0.26,0.12
mule.csv,0.57,0.7,0.51,0.31,0.78,0.1,0.39,0.15,0.52,0.11,0.63,0.47
nunit.csv,0.34,0.49,0.31,0.57,0.34,0.13,0.2,0.17,0.04,0.13,0.56,0.51
power-architect.csv,0.59,0.69,0.54,0.6,0.46,0.02,0.2,0.25,0.85,0.12,0.85,0.34
reaper3d.csv,0.54,0.17,0.38,0.55,0.44,0.09,0.31,0.24,0.5,0.26,0.35,0.2
