,jsidplay2.csv,mule.csv,e-bio-flow.csv,jbasic.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,power-architect.csv,reaper3d.csv,bigdata.csv,nunit.csv
bigdata.csv,0.56,0.66,0.51,0.23,0.64,0.24,0.7,0.24,0.37,0.61,0.65,0.54
e-bio-flow.csv,0.62,0.57,0.62,0.78,0.6,0.0,0.31,0.17,0.2,0.61,0.65,0.51
freedom-erp.csv,0.54,0.07,0.35,0.04,0.73,0.0,0.31,0.15,0.38,0.0,0.37,0.12
jbasic.csv,0.68,0.49,0.53,0.76,0.62,0.69,0.65,0.61,0.0,0.43,0.45,0.64
jgossipforum.csv,0.41,0.47,0.43,0.52,0.05,0.99,0.41,0.74,0.25,0.7,0.19,0.43
joustsim.csv,0.29,0.59,0.46,0.69,0.28,0.9,0.91,0.69,0.55,0.41,0.61,0.6
jsidplay2.csv,0.8,0.57,0.61,0.52,0.17,0.24,0.51,0.47,0.43,0.29,0.54,0.54
madman.csv,0.26,0.38,0.34,0.26,0.07,0.24,0.66,0.86,0.07,0.42,0.18,0.12
mule.csv,0.46,0.66,0.61,0.23,0.71,0.63,0.65,0.29,0.3,0.15,0.5,0.74
nunit.csv,0.26,0.41,0.36,0.54,0.27,0.64,0.31,0.4,0.02,0.42,0.44,0.67
power-architect.csv,0.43,0.42,0.53,0.56,0.42,0.32,0.39,0.09,0.78,0.09,0.55,0.13
reaper3d.csv,0.45,0.12,0.37,0.56,0.38,0.86,0.22,0.29,0.4,0.73,0.25,0.26
