,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,fityk.csv,ondex.csv,poormans.csv,fleet-simulator.csv,hibernate.csv,ninject.csv
dspace-gsoc.csv,0.16,0.41,0.51,0.59,0.54,0.28,0.98,0.74,0.43,0.17,0.0,0.48,0.17,0.55,0.54,0.61,0.4,0.43
fbmanager.csv,0.48,0.38,0.98,0.53,0.65,0.32,0.37,0.52,0.44,0.23,0.28,0.44,0.45,0.49,0.75,0.38,0.48,0.62
fido.csv,0.0,0.0,0.0,0.01,0.02,0.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
fityk.csv,0.61,0.41,0.63,0.65,0.67,0.57,0.55,0.69,0.76,0.17,0.28,0.65,1.0,0.67,0.62,0.74,0.55,0.76
fleet-simulator.csv,0.45,0.34,0.66,0.45,0.36,0.17,0.0,0.6,0.38,0.83,0.17,0.64,0.21,0.23,0.59,1.0,0.52,0.74
google-caja.csv,0.64,0.58,0.72,0.98,0.46,0.65,0.62,0.72,0.36,0.35,0.61,0.69,0.59,0.48,0.66,0.83,0.57,0.65
hibernate.csv,0.19,0.48,0.18,0.4,0.45,0.35,0.35,0.59,0.87,0.54,0.54,0.38,0.22,0.66,0.57,0.0,0.93,0.71
itext.csv,0.35,0.5,0.53,0.45,0.58,0.65,0.43,0.98,0.89,0.51,0.28,0.67,0.62,0.51,0.57,0.61,0.43,0.63
k3b.csv,0.53,0.61,0.62,0.52,0.69,0.98,0.65,0.73,0.89,0.81,0.29,0.62,0.53,0.51,0.68,0.72,0.6,0.45
megameknet.csv,0.44,0.63,0.61,0.43,0.51,0.53,0.35,0.63,0.72,0.65,0.28,0.95,0.57,0.6,0.55,0.0,0.48,0.43
myfaces.csv,0.42,0.5,0.41,0.43,0.95,0.43,0.13,0.52,0.62,0.16,0.53,0.26,0.19,0.48,0.25,0.0,0.49,0.44
ninject.csv,0.25,0.26,0.22,0.1,0.34,0.15,0.31,0.4,0.81,0.35,0.29,0.41,0.21,0.15,0.3,0.18,0.27,1.0
ondex.csv,0.43,0.42,0.33,0.21,0.43,0.3,0.04,0.56,0.72,0.28,0.27,0.36,0.23,0.93,0.25,0.51,0.48,0.44
paintown.csv,0.95,0.35,0.6,0.59,0.66,0.49,0.38,0.3,0.82,0.81,0.74,0.61,0.49,0.45,0.63,0.63,0.62,0.56
poormans.csv,0.36,0.42,0.35,0.33,0.52,0.37,0.28,0.69,0.62,0.53,0.29,0.53,0.28,0.37,1.0,0.4,0.33,0.45
powerfolder.csv,0.0,0.0,0.0,0.0,0.02,0.0,0.04,0.0,1.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45
smartgwt.csv,0.28,0.59,0.21,0.53,0.51,0.53,0.32,0.54,0.8,0.98,0.29,0.49,0.19,0.38,0.42,0.35,0.44,0.43
triplea.csv,0.44,1.0,0.36,0.59,0.74,0.61,0.54,0.55,0.8,0.48,0.53,0.49,0.36,0.43,0.64,0.59,0.44,0.63
