,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,uface.csv
boost-sandbox.csv,0.09,0.46,0.57,0.55,0.49,0.47,0.99,0.48,0.52,0.63,0.53
bscwweasel.csv,0.12,0.0,0.11,0.83,0.28,0.0,0.0,0.06,0.0,0.1,0.02
capcode.csv,0.06,0.09,0.06,0.24,0.0,0.79,0.12,0.39,0.05,0.26,0.13
lamp.csv,0.0,1.0,0.11,0.24,0.23,0.29,0.02,0.06,0.26,0.2,0.06
nodal.csv,0.16,0.25,0.39,0.29,0.43,0.2,0.05,0.26,0.97,0.48,0.21
pydev.csv,0.1,0.25,0.54,0.29,0.77,0.29,0.29,0.16,0.3,1.0,0.5
retromenu.csv,0.01,0.17,0.32,0.35,0.91,0.37,0.02,0.13,0.26,0.52,0.05
smbopensoft.csv,0.98,0.68,0.68,0.44,0.63,0.57,0.48,0.28,0.42,0.52,0.44
stuproa-cims.csv,0.05,0.09,0.47,0.68,0.09,0.53,0.13,0.92,0.13,0.57,0.75
thout.csv,0.01,0.32,0.92,0.34,0.47,0.37,0.4,0.48,0.47,0.28,0.18
uface.csv,0.0,0.51,0.57,0.63,0.52,0.66,0.13,0.54,0.62,0.59,1.0
