,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,uface.csv
boost-sandbox.csv,0.1,0.4,0.66,0.58,0.44,0.63,0.03,0.69,0.68,0.59,0.63
bscwweasel.csv,0.05,0.0,0.02,0.0,0.04,0.04,0.0,0.0,0.02,0.0,0.0
capcode.csv,0.0,0.09,0.11,0.14,0.09,0.0,0.08,0.37,0.08,0.17,0.06
lamp.csv,0.0,0.0,0.03,0.03,0.02,0.03,0.05,0.07,0.02,0.07,0.02
nodal.csv,0.06,0.12,0.11,0.21,0.16,0.13,0.0,0.19,0.0,0.25,0.07
pydev.csv,0.35,0.16,0.59,0.27,0.56,0.28,0.15,0.09,0.3,0.0,0.54
retromenu.csv,0.0,0.04,0.05,0.04,0.02,0.24,0.03,0.01,0.17,0.14,0.0
smbopensoft.csv,0.02,0.56,0.32,0.2,0.56,0.48,0.79,0.37,0.4,0.36,0.33
stuproa-cims.csv,0.99,0.98,0.84,0.5,0.98,0.8,0.97,0.01,0.97,0.74,0.57
thout.csv,0.0,0.38,0.01,0.36,0.31,0.31,0.49,0.56,0.3,0.43,0.3
uface.csv,1.0,0.82,0.76,0.44,0.82,0.63,0.97,0.66,0.63,0.72,0.0
