,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,uface.csv
boost-sandbox.csv,0.94,0.55,0.61,0.52,0.5,0.49,0.46,0.4,0.4,0.43,0.52
bscwweasel.csv,0.93,0.0,0.86,0.94,0.86,0.67,0.0,0.67,0.0,0.67,0.5
capcode.csv,0.8,0.92,0.94,0.96,0.75,0.89,0.93,0.74,0.83,0.95,0.93
lamp.csv,0.0,0.93,0.88,0.88,0.8,0.8,0.75,0.93,0.83,0.91,0.83
nodal.csv,0.95,0.94,0.68,0.71,0.67,0.91,0.75,0.8,0.73,0.52,0.96
pydev.csv,0.98,0.88,0.66,0.82,0.42,0.7,0.82,0.95,0.6,0.61,0.62
retromenu.csv,0.0,0.86,0.85,0.91,0.55,0.57,0.67,0.88,0.75,0.67,0.75
smbopensoft.csv,0.43,0.4,0.47,0.75,0.4,0.44,0.37,0.6,0.59,0.53,0.6
stuproa-cims.csv,0.27,0.4,0.51,0.51,0.34,0.37,0.39,0.82,0.32,0.34,0.4
thout.csv,0.0,0.91,0.78,0.89,0.65,0.73,0.78,0.59,0.79,0.74,0.97
uface.csv,0.27,0.33,0.47,0.43,0.34,0.42,0.39,0.37,0.35,0.35,0.38
