,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.28,0.23,0.49,0.16,0.26,0.19,0.02,0.0,0.06,0.61,0.02,0.01,0.22
bdbbasic.csv,0.45,0.6,0.55,0.38,0.36,0.51,0.02,0.0,0.16,0.89,0.0,0.14,0.3
echongl.csv,0.35,0.16,0.87,0.44,0.74,0.48,0.08,0.0,0.33,0.18,0.08,0.19,0.38
etherboot.csv,0.0,0.03,0.0,0.0,0.3,0.0,0.0,0.16,0.12,0.0,0.0,0.82,0.0
freebios.csv,0.69,0.22,0.38,0.66,0.39,0.15,0.27,0.79,0.65,0.18,0.34,0.7,0.73
gebr.csv,0.99,1.0,0.94,1.0,0.89,1.0,1.0,0.13,1.0,0.97,0.84,0.99,0.95
gnukeda.csv,0.79,0.23,0.45,0.22,0.64,0.24,0.45,0.08,0.04,0.76,0.19,0.35,0.92
google-gears.csv,0.49,0.42,0.65,0.19,0.82,0.98,0.86,0.89,0.92,1.0,0.98,0.51,0.35
jnode.csv,0.03,0.37,0.2,0.44,0.1,0.1,0.08,0.76,0.16,0.13,0.09,0.05,0.22
openmeetings.csv,0.21,0.19,0.57,0.09,0.67,0.36,0.08,0.11,0.16,0.74,0.57,0.31,0.22
pgui.csv,0.63,0.99,0.0,0.5,0.82,0.78,0.1,0.47,0.82,0.05,0.3,0.92,0.35
tradelink.csv,0.13,0.45,0.53,0.22,0.51,0.65,0.47,0.21,0.33,0.32,0.62,0.32,0.22
wxcrp.csv,0.21,0.82,0.97,0.69,0.98,0.61,0.8,0.55,0.61,0.89,0.91,0.36,0.51
