,lazarus-ccr.csv,ikvm.csv,ontomorphtab.csv,xuggle.csv,micomt.csv,les-indemodables.csv,tradelink.csv,elateportal.csv,metacosm.csv
elateportal.csv,0.77,0.9,0.76,0.58,0.76,0.7,0.88,0.0,0.74
ikvm.csv,0.79,0.09,0.75,0.69,0.94,0.87,0.47,0.95,0.78
lazarus-ccr.csv,0.0,0.68,0.71,0.89,0.74,0.96,0.9,0.51,0.61
les-indemodables.csv,1.0,0.56,0.65,0.54,0.72,0.08,0.54,1.2,0.67
metacosm.csv,0.68,0.65,0.81,0.65,0.86,0.5,0.65,0.22,0.04
micomt.csv,0.79,0.68,0.85,0.7,0.08,0.48,0.55,1.03,0.49
ontomorphtab.csv,0.71,0.87,0.0,0.44,0.63,0.64,0.6,1.0,0.58
tradelink.csv,0.93,0.69,0.94,0.94,0.78,0.58,0.0,1.0,1.0
xuggle.csv,0.92,0.77,0.86,0.13,0.78,0.7,0.69,0.89,0.89
