,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,1.0,0.0,37.0,1.0,1.0,12.0,1.0,2.0,6.0,7.0,0.0,30.0,30.0,3.0
baadengine.csv,0.0,0.0,66.0,3.0,11.0,45.0,1.0,1.0,15.0,8.0,0.0,6.0,18.0,0.0
bnetd.csv,0.0,0.0,57.0,0.0,0.0,72.0,0.0,1.0,4.0,3.0,1.0,8.0,7.0,3.0
impala.csv,0.0,0.0,19.0,0.0,5.0,34.0,0.0,0.0,3.0,4.0,2.0,4.0,5.0,5.0
jaxen.csv,1.0,0.0,54.0,0.0,4.0,4.0,1.0,2.0,11.0,11.0,0.0,6.0,31.0,1.0
jgameai.csv,0.0,0.0,101.0,2.0,11.0,43.0,1.0,5.0,9.0,6.0,4.0,6.0,183.0,113.0
jparsec.csv,1.0,0.0,45.0,0.0,11.0,33.0,1.0,1.0,17.0,4.0,1.0,5.0,38.0,0.0
motu.csv,0.0,0.0,55.0,0.0,1.0,70.0,0.0,2.0,3.0,2.0,0.0,7.0,53.0,3.0
vars-redux.csv,1.0,0.0,43.0,13.0,0.0,13.0,2.0,1.0,2.0,6.0,0.0,6.0,6.0,1.0
werx.csv,1.0,0.0,83.0,0.0,11.0,57.0,1.0,2.0,17.0,13.0,1.0,7.0,41.0,3.0
wishmaster.csv,1.0,0.0,101.0,88.0,97.0,11.0,2.0,2.0,3.0,1.0,0.0,3.0,1.0,0.0
xreal.csv,1.0,0.0,101.0,4.0,1.0,86.0,2.0,2.0,74.0,4.0,50.0,5.0,0.0,2.0
zealos.csv,0.0,0.0,101.0,2.0,5.0,86.0,1.0,1.0,2.0,6.0,0.0,207.0,7.0,1.0
