,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,92.5,195.0,98.5,461.5,97.5,7049.0,954.5,260.5,195.0,97.5
fritzing.csv,98.5,96.5,98.5,377.0,97.5,11062.5,60.0,349.0,385.0,285.5
jlinalg.csv,99.0,195.0,98.5,1660.5,97.5,12096.0,870.0,551.0,195.5,196.0
knowledge.csv,99.0,391.0,98.5,1561.5,97.5,15299.0,399.0,454.5,185.0,196.0
massiv.csv,92.5,80.5,98.5,0.0,0.0,416.0,0.0,85.5,0.0,0.0
multitude.csv,99.0,96.5,98.5,1303.5,97.5,14903.5,1424.0,458.5,286.0,196.0
playerstage.csv,98.5,195.5,98.5,548.0,97.5,8442.0,248.5,266.5,282.0,97.5
quarkplusplus.csv,99.0,391.0,98.5,655.5,97.5,10583.0,402.0,359.0,96.5,97.5
rtrt-on-gpu.csv,81.5,391.5,182.0,1174.5,96.5,11472.0,261.5,399.0,953.5,190.0
superwaba.csv,92.5,292.5,98.5,627.5,97.5,10150.5,660.0,551.0,88.5,97.5
