,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.46,0.53,0.61,0.51,0.54,0.53,0.23,0.67,0.7,0.51
fritzing.csv,0.25,0.7,0.74,0.61,0.71,0.71,0.12,0.29,0.67,0.47
jlinalg.csv,0.81,0.4,0.36,0.56,0.59,0.82,0.24,0.48,0.54,0.53
knowledge.csv,0.79,0.68,0.67,0.5,0.89,0.64,0.12,0.58,0.63,0.59
massiv.csv,0.15,0.35,0.38,0.0,0.0,0.99,0.0,0.62,0.0,0.0
multitude.csv,0.73,0.5,0.72,0.63,0.66,0.61,0.5,0.7,0.54,0.69
playerstage.csv,0.53,0.71,0.73,0.74,0.74,0.53,0.12,0.69,0.52,0.52
quarkplusplus.csv,0.65,0.69,0.6,0.45,0.7,0.89,0.12,0.33,0.61,0.62
rtrt-on-gpu.csv,0.22,0.44,0.21,0.33,0.28,0.0,0.73,0.0,0.14,0.35
superwaba.csv,0.39,0.74,0.63,0.43,0.63,0.71,0.34,0.62,0.47,0.5
