,openwbem.csv,x-ray-mule.csv,cleartk.csv,log4net.csv,opensim4opencog.csv,ofbiz.csv,ibatisdb.csv,power-architect.csv
cleartk.csv,0.93,0.57,1.0,1.0,0.87,0.92,0.97,0.78
ibatisdb.csv,0.39,0.27,0.24,0.33,0.57,0.17,0.97,0.28
log4net.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ofbiz.csv,0.19,0.0,0.03,0.67,0.26,0.98,0.31,0.2
opensim4opencog.csv,0.25,0.03,0.72,0.33,0.83,0.26,0.08,0.24
openwbem.csv,0.94,0.8,0.91,0.33,0.52,0.73,0.83,0.67
power-architect.csv,0.79,0.77,0.43,0.67,0.91,0.65,0.39,1.0
x-ray-mule.csv,0.28,1.0,0.41,0.33,0.17,0.48,0.56,0.31
