,openwbem.csv,x-ray-mule.csv,cleartk.csv,log4net.csv,opensim4opencog.csv,ofbiz.csv,ibatisdb.csv,power-architect.csv
cleartk.csv,0.52,0.54,1.0,0.06,0.21,0.79,0.48,0.79
ibatisdb.csv,0.34,0.36,0.38,0.06,0.2,0.27,0.99,0.42
log4net.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ofbiz.csv,0.27,0.0,0.06,0.12,0.17,0.98,0.28,0.32
opensim4opencog.csv,0.32,0.06,0.8,0.04,0.9,0.38,0.1,0.36
openwbem.csv,0.97,0.69,0.9,0.02,0.15,0.73,0.36,0.72
power-architect.csv,0.48,0.69,0.58,0.04,0.21,0.63,0.23,0.99
x-ray-mule.csv,0.31,0.98,0.54,0.03,0.19,0.55,0.41,0.45
