,openwbem.csv,x-ray-mule.csv,cleartk.csv,log4net.csv,opensim4opencog.csv,ofbiz.csv,ibatisdb.csv,power-architect.csv
cleartk.csv,0.48,0.39,0.37,0.43,0.44,0.37,0.42,0.37
ibatisdb.csv,0.75,0.47,0.83,0.97,0.62,0.98,0.8,0.82
log4net.csv,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0
ofbiz.csv,0.99,0.0,0.75,0.77,0.75,0.44,0.66,0.86
opensim4opencog.csv,0.83,0.5,0.44,0.91,0.95,0.86,0.96,0.78
openwbem.csv,0.64,0.53,0.39,0.56,0.53,0.48,0.46,0.48
power-architect.csv,0.54,0.62,0.54,0.49,0.43,0.45,0.53,0.4
x-ray-mule.csv,0.85,0.65,0.79,0.85,0.95,0.69,0.87,0.95
