,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.5,0.23,0.54,0.32,0.35,0.35,0.99,0.35,0.32,0.57
gamestone.csv,0.19,1.0,0.39,0.15,0.14,0.15,0.22,0.16,0.31,0.25
gbif-providertoolkit.csv,0.08,0.0,0.07,0.0,0.88,0.19,0.05,0.31,0.12,0.04
heekscad.csv,0.97,0.3,0.6,0.54,0.35,0.31,0.36,0.3,0.37,0.59
igarden.csv,0.5,0.18,0.34,0.98,0.18,0.58,0.18,0.19,0.4,0.19
levent.csv,0.74,0.43,0.52,0.39,0.41,0.98,0.49,0.32,0.42,0.67
owlapi.csv,0.08,0.0,0.04,0.0,0.0,0.25,0.0,0.96,0.11,0.0
pnotepad.csv,0.81,0.26,0.61,0.47,0.3,0.77,0.53,0.27,0.34,0.99
quark.csv,0.1,0.0,0.0,0.06,0.13,0.0,0.0,0.0,0.96,0.0
xcsoar.csv,0.63,0.42,0.97,0.32,0.42,0.51,0.38,0.38,0.38,0.34
