,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.44,0.42,0.57,0.38,0.69,0.28,0.98,0.69,0.58,0.45
gamestone.csv,0.12,1.0,0.33,0.12,0.17,0.1,0.19,0.15,0.35,0.18
gbif-providertoolkit.csv,0.05,0.0,0.05,0.0,0.82,0.12,0.04,0.28,0.1,0.02
heekscad.csv,0.96,0.53,0.62,0.72,0.58,0.23,0.36,0.54,0.64,0.48
igarden.csv,0.4,0.29,0.27,0.98,0.17,0.5,0.16,0.19,0.66,0.12
levent.csv,0.69,0.65,0.56,0.5,0.76,0.98,0.53,0.6,0.7,0.56
owlapi.csv,0.05,0.0,0.02,0.0,0.0,0.17,0.0,0.93,0.1,0.0
pnotepad.csv,0.66,0.59,0.35,0.05,0.4,0.65,0.56,0.51,0.17,0.98
quark.csv,0.06,0.0,0.0,0.04,0.09,0.0,0.0,0.0,0.93,0.0
xcsoar.csv,0.56,0.55,0.96,0.36,0.69,0.42,0.38,0.52,0.51,0.25
