,flylinkdc.csv,dvt.csv,rtb-team.csv,utgb.csv,unimrcp.csv,jsr308-langtools.csv,stemkit.csv,carabiner.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,0.0
carabiner.csv,0.53,0.29,0.3,0.39,0.97,0.05,0.54,0.04,0.0
dvt.csv,0.18,0.0,0.22,0.65,0.28,0.25,0.07,0.84,1.0
flylinkdc.csv,0.01,0.21,0.22,0.06,0.12,0.15,0.22,0.02,0.0
jsr308-langtools.csv,0.4,0.37,0.19,0.48,0.58,0.0,0.4,0.39,0.0
rtb-team.csv,0.4,0.72,0.0,0.52,0.41,0.65,0.36,0.43,1.0
stemkit.csv,0.05,0.25,0.19,0.03,0.16,0.05,0.0,0.02,0.0
unimrcp.csv,0.16,0.17,0.08,0.19,0.0,0.1,0.28,0.08,0.0
utgb.csv,0.14,0.35,0.0,0.0,0.19,0.15,0.14,0.12,0.25
