,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,piccolo2d.csv,levent.csv,jstock.csv,pnotepad.csv,trinitycore.csv,geochat.csv
gamestone.csv,0.89,0.5,0.95,0.54,0.6,0.64,0.0,0.42,0.91,0.97,0.58
gbif-providertoolkit.csv,0.66,0.76,0.67,0.7,0.67,0.51,0.57,0.46,0.52,0.51,0.51
geochat.csv,0.97,0.89,0.9,0.79,0.67,0.44,0.46,0.52,0.83,0.85,0.64
heekscad.csv,0.38,0.57,0.42,0.46,0.37,0.42,0.4,0.9,0.38,0.44,0.56
igarden.csv,0.43,0.65,0.6,0.49,0.59,0.46,0.52,0.71,0.53,0.49,0.65
jstock.csv,0.43,0.48,0.43,0.5,0.68,0.51,0.56,0.57,0.52,0.47,0.74
levent.csv,0.6,0.5,0.0,0.0,0.37,0.44,0.44,0.69,0.0,0.0,0.0
piccolo2d.csv,0.91,0.0,0.89,0.5,0.43,0.49,0.38,0.53,0.82,0.62,0.84
pnotepad.csv,0.41,0.51,0.35,0.31,0.34,0.36,0.42,0.33,0.39,0.44,0.39
trinitycore.csv,0.49,0.45,0.57,0.37,0.85,0.53,0.8,0.61,0.67,0.57,0.94
xcsoar.csv,0.36,0.6,0.36,0.37,0.39,0.39,0.48,0.73,0.5,0.49,0.65
