,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.0,0.61,0.62,0.68,0.49,0.53,0.64,0.47,0.69,0.47,0.3,0.27,0.58
bdbbasic.csv,0.53,0.39,0.56,0.68,0.8,0.7,0.51,0.35,0.39,0.53,0.47,0.06,0.51
foursquared.csv,0.0,0.01,0.05,0.81,0.0,0.01,0.11,0.0,0.45,0.11,0.25,0.04,0.0
impala.csv,0.8,0.55,0.46,0.5,0.51,0.51,0.48,0.59,0.49,0.37,0.61,0.57,0.57
jicarilla.csv,0.86,0.01,0.13,0.0,0.0,0.05,0.04,0.0,0.1,0.18,0.0,0.0,0.06
ng4j.csv,0.19,0.57,0.64,0.76,0.52,0.55,0.58,0.14,0.56,0.45,0.58,0.42,0.81
open-data-kit.csv,0.45,0.33,0.36,0.0,0.0,0.73,0.56,0.38,0.61,0.17,0.63,0.43,0.64
pentahoanalysistool.csv,0.5,0.54,0.78,0.57,0.42,0.55,0.4,0.39,0.51,0.11,0.13,0.53,0.39
tradelink.csv,0.4,0.64,0.46,0.45,0.62,0.48,0.35,0.53,0.52,0.13,0.68,0.35,0.51
turbotrader-bos.csv,0.0,0.58,0.66,0.43,0.62,0.17,0.31,0.59,0.71,0.18,0.58,0.21,0.5
ultimairis.csv,0.36,0.44,0.54,0.66,0.74,0.74,0.51,0.49,0.67,0.67,0.56,0.0,0.62
wikipediardware.csv,0.3,0.17,0.63,0.45,0.61,0.64,0.46,0.17,0.49,0.38,0.46,0.77,0.56
yafdotnet.csv,0.0,0.54,0.45,0.62,0.3,0.41,0.76,0.35,0.62,0.57,0.46,0.06,0.53
