,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.16,0.53,0.51,0.65,0.84,0.39,0.59,0.67,0.32,0.23,0.31,0.93,0.47
bdbbasic.csv,0.81,0.16,0.8,0.67,0.18,0.57,0.66,0.45,0.88,0.69,0.18,0.0,0.44
foursquared.csv,0.0,0.0,0.02,0.24,0.0,0.02,0.05,0.02,0.1,0.03,0.08,0.0,0.0
impala.csv,0.41,0.43,0.61,0.48,0.57,0.57,0.75,0.23,0.55,0.88,0.65,0.36,0.73
jicarilla.csv,0.22,0.04,0.19,0.13,0.0,0.18,0.08,0.0,0.25,0.35,0.06,0.0,0.2
ng4j.csv,0.76,0.61,0.59,0.35,0.08,0.23,0.33,0.22,0.78,0.65,0.44,0.14,0.17
open-data-kit.csv,0.76,0.14,0.9,1.0,1.0,0.25,0.78,0.54,0.72,0.96,0.6,0.21,0.68
pentahoanalysistool.csv,0.38,0.67,0.32,0.28,0.14,0.43,0.51,0.37,0.46,0.08,0.12,0.79,0.25
tradelink.csv,0.54,0.53,0.85,0.37,0.53,0.66,0.42,0.56,0.68,0.01,0.32,0.86,0.73
turbotrader-bos.csv,0.19,0.45,0.47,0.13,0.16,0.05,0.1,0.61,0.21,0.11,0.42,0.14,0.12
ultimairis.csv,0.89,0.86,0.8,0.67,0.41,0.48,0.78,0.61,0.54,0.14,0.49,1.0,0.47
wikipediardware.csv,0.92,0.96,0.71,0.85,0.76,0.68,0.85,0.96,0.83,0.88,0.78,0.21,0.75
yafdotnet.csv,0.24,0.33,0.24,0.67,0.06,0.41,0.28,0.44,0.46,0.35,0.22,0.0,0.32
