,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.0,0.66,0.67,0.88,1.0,0.51,0.74,0.52,0.69,0.43,0.26,0.97,0.6
bdbbasic.csv,0.94,0.34,1.0,0.92,0.79,0.83,0.59,0.32,0.91,0.64,0.42,0.05,0.5
foursquared.csv,0.0,0.01,0.04,0.83,0.0,0.01,0.09,0.0,0.4,0.09,0.21,0.03,0.0
impala.csv,0.88,0.55,0.48,0.5,0.53,0.54,0.63,0.56,0.5,0.77,0.74,0.55,0.8
jicarilla.csv,0.88,0.01,0.11,0.0,0.0,0.04,0.03,0.0,0.08,0.15,0.0,0.0,0.05
ng4j.csv,0.18,0.64,0.74,0.79,0.47,0.51,0.56,0.12,0.92,0.49,0.58,0.37,0.8
open-data-kit.csv,0.58,0.29,1.0,1.0,1.0,0.72,0.91,0.36,0.86,0.94,0.74,0.39,0.85
pentahoanalysistool.csv,0.48,0.65,0.81,0.54,0.37,0.55,0.38,0.36,0.5,0.09,0.11,0.87,0.35
tradelink.csv,0.39,0.7,0.93,0.42,0.68,0.54,0.32,0.56,0.62,0.11,0.68,0.55,0.65
turbotrader-bos.csv,0.0,0.59,0.7,0.38,0.58,0.14,0.27,0.68,0.69,0.15,0.58,0.18,0.45
ultimairis.csv,0.85,0.97,0.93,0.88,0.79,0.82,0.76,0.52,0.75,0.64,0.58,1.0,0.65
wikipediardware.csv,0.91,0.98,0.89,0.92,1.0,0.86,0.95,0.96,0.93,0.83,0.63,0.76,0.8
yafdotnet.csv,0.0,0.51,0.41,0.79,0.26,0.38,0.77,0.32,0.65,0.55,0.42,0.05,0.5
