,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,0.14,0.33,0.41,0.92,0.4,0.04,0.0
flylegacy.csv,0.6,0.45,1.0,0.56,0.67,0.44,0.67
jguard.csv,0.57,0.61,0.65,0.43,0.57,1.0,0.4
mob-sen-plat.csv,0.35,0.95,0.36,0.34,0.34,0.6,0.33
raygina.csv,1.0,0.14,0.45,0.63,0.34,0.09,0.25
upp-mirror.csv,0.45,0.15,0.4,0.5,1.0,0.16,0.33
wishmaster.csv,0.19,0.55,0.56,0.12,0.35,0.24,0.94
