,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,1.0,19.0,1.0,4.0,3.0,0.0,1.0,1.0,165.0,1.0,5.0,0.0
gamestone.csv,0.0,0.0,5.0,0.0,13.0,0.0,5.0,23.0,323.0,2.0,1.0,0.0
gbif-providertoolkit.csv,123.0,59.0,0.0,0.0,0.0,0.0,111.0,6.0,21.0,0.0,1.0,0.0
heekscad.csv,0.0,5.0,0.0,1.0,16.0,0.0,6.0,4.0,68.0,6.0,4.0,0.0
igarden.csv,0.0,11.0,0.0,0.0,0.0,0.0,1.0,11.0,9.0,0.0,3.0,0.0
levent.csv,0.0,9.0,1.0,5.0,0.0,0.0,1.0,28.0,61.0,0.0,5.0,0.0
lportal.csv,5.0,24.0,0.0,4.0,4.0,0.0,1.0,43.0,0.0,2.0,15.0,0.0
openmsx.csv,3.0,13.0,0.0,4.0,2.0,2.0,2.0,43.0,162.0,0.0,13.0,1.0
owlapi.csv,8.0,4.0,0.0,2.0,5.0,0.0,3.0,0.0,340.0,1.0,4.0,0.0
pnotepad.csv,3.0,20.0,0.0,1.0,2.0,0.0,7.0,41.0,97.0,3.0,14.0,0.0
quark.csv,0.0,0.0,1.0,0.0,0.0,71.0,111.0,1.0,7.0,0.0,0.0,0.0
xcsoar.csv,1.0,10.0,0.0,9.0,14.0,1.0,11.0,12.0,310.0,2.0,14.0,2.0
