,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.53,0.14,0.59,0.22,0.58,0.49,0.93,0.58,0.48,0.51,0.65,0.57
gamestone.csv,0.47,1.0,0.49,0.27,0.69,0.31,0.28,0.51,0.46,0.33,0.18,0.29
gbif-providertoolkit.csv,0.0,0.0,0.24,0.23,0.88,0.12,0.0,0.1,0.26,0.11,0.27,0.15
heekscad.csv,0.99,0.71,0.75,0.69,0.61,0.6,0.69,0.62,0.7,0.5,0.65,0.56
igarden.csv,0.37,0.29,0.37,0.98,0.17,0.39,0.33,0.28,0.2,0.17,0.63,0.25
levent.csv,0.68,0.42,0.63,0.6,0.64,1.0,0.63,0.6,0.6,0.54,0.65,0.65
lportal.csv,0.32,0.58,0.54,0.31,0.24,0.48,0.48,0.45,0.87,0.53,0.53,0.3
openmsx.csv,0.53,0.36,0.38,0.42,0.4,0.4,0.33,0.52,0.46,0.98,0.68,0.44
owlapi.csv,0.29,0.75,0.29,0.19,0.32,0.14,0.21,0.96,0.34,0.47,0.36,0.31
pnotepad.csv,0.7,0.63,0.56,0.24,0.32,0.64,0.57,0.38,0.24,0.49,0.24,0.98
quark.csv,0.35,0.15,0.34,0.16,0.25,0.0,0.0,0.15,0.13,0.1,1.0,0.18
xcsoar.csv,0.59,0.29,0.96,0.38,0.46,0.33,0.41,0.56,0.54,0.51,0.5,0.35
