,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.51,0.12,0.64,0.19,0.71,0.47,0.92,0.56,0.45,0.57,0.69,0.56
gamestone.csv,0.43,1.0,0.45,0.23,0.71,0.27,0.24,0.48,0.43,0.29,0.15,0.25
gbif-providertoolkit.csv,0.0,0.0,0.2,0.19,0.86,0.1,0.0,0.08,0.22,0.09,0.23,0.12
heekscad.csv,0.99,0.75,0.79,0.87,0.64,0.67,0.79,0.64,0.78,0.52,0.77,0.52
igarden.csv,0.32,0.25,0.32,0.97,0.14,0.35,0.29,0.24,0.17,0.14,0.62,0.21
levent.csv,0.7,0.38,0.8,0.71,0.79,1.0,0.84,0.68,0.64,0.57,0.77,0.71
lportal.csv,0.31,0.62,0.54,0.29,0.21,0.53,0.61,0.6,0.84,0.63,0.62,0.6
openmsx.csv,0.78,1.0,0.34,0.84,0.36,0.37,0.29,0.6,0.45,0.98,0.92,0.5
owlapi.csv,0.25,0.75,0.25,0.16,0.29,0.12,0.18,0.96,0.3,0.45,0.31,0.27
pnotepad.csv,0.95,0.88,0.96,1.0,0.93,0.73,0.82,0.8,1.0,0.82,1.0,0.98
quark.csv,0.3,0.12,0.29,0.13,0.21,0.0,0.0,0.12,0.11,0.08,1.0,0.15
xcsoar.csv,0.57,0.25,0.95,0.35,0.43,0.29,0.39,0.52,0.52,0.48,0.54,0.31
