,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.64,0.96,0.64,0.84,0.72,0.66,0.08,0.53,0.63,0.77,0.57,0.59
gamestone.csv,0.6,0.02,0.59,0.82,0.48,0.74,0.79,0.61,0.66,0.77,0.85,0.75
gbif-providertoolkit.csv,1.0,1.0,0.8,0.82,0.14,0.9,1.0,0.92,0.79,0.91,0.78,0.88
heekscad.csv,0.02,0.47,0.45,0.64,0.6,0.65,0.58,0.56,0.55,0.75,0.64,0.52
igarden.csv,0.68,0.78,0.7,0.03,0.86,0.72,0.75,0.78,0.85,0.87,0.5,0.8
levent.csv,0.5,0.69,0.69,0.69,0.68,0.0,0.69,0.68,0.65,0.69,0.64,0.58
lportal.csv,0.92,0.66,0.66,0.88,0.94,0.8,0.84,0.88,0.16,0.77,0.78,0.98
openmsx.csv,0.8,0.9,0.72,0.88,0.69,0.74,0.78,0.76,0.73,0.02,0.68,0.86
owlapi.csv,0.8,0.35,0.81,0.88,0.84,0.98,0.82,0.04,0.75,0.71,0.71,0.79
pnotepad.csv,0.66,0.72,0.79,0.94,0.91,0.62,0.77,0.9,0.94,0.83,0.94,0.02
quark.csv,0.71,0.88,0.71,0.87,0.79,1.0,1.0,0.88,0.89,0.92,0.02,0.85
xcsoar.csv,0.51,0.78,0.06,0.74,0.66,0.73,0.77,0.52,0.62,0.61,0.75,0.75
