,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,0.82,0.91,0.77,0.69,0.92,0.71,0.68,0.0,0.9,0.88,0.54,0.75,0.52,0.69
bibedt.csv,0.45,0.5,0.88,0.63,0.57,0.54,0.45,0.65,0.4,0.88,0.89,0.88,0.57,0.55
brlcad.csv,0.6,0.78,0.61,0.9,0.41,0.91,0.55,0.88,0.86,0.91,0.93,0.93,0.42,0.87
co-ode-owl-plugins.csv,0.81,0.57,0.56,0.45,0.95,0.48,0.7,0.86,0.68,0.76,0.54,0.61,0.41,0.7
firebreath.csv,0.49,0.42,0.49,0.55,0.56,0.54,0.37,0.52,0.62,0.8,0.88,0.63,0.43,0.58
fltk.csv,0.9,0.67,0.53,0.53,0.76,0.49,0.55,0.67,0.78,0.89,0.49,0.68,0.39,0.94
glas.csv,0.51,0.45,0.44,0.45,0.5,0.36,0.33,0.43,0.37,0.38,0.51,0.47,0.38,0.57
gretl.csv,0.65,0.57,0.51,0.44,0.59,0.6,0.42,0.53,0.48,0.38,0.54,0.5,0.52,0.6
konversation.csv,1.0,0.5,0.44,0.68,0.86,0.66,0.67,0.5,0.63,0.69,0.0,0.62,0.48,0.87
micomt.csv,0.54,0.41,0.45,0.47,0.39,0.53,0.46,0.47,0.84,0.81,0.48,0.51,0.41,0.6
openxava.csv,0.45,0.47,0.61,0.49,0.51,0.4,0.38,0.36,0.43,0.41,0.86,0.52,0.56,0.38
sumatrapdf.csv,0.45,0.44,0.45,0.44,0.42,0.48,0.42,0.4,0.62,0.45,0.47,0.5,0.39,0.56
tweetsharp.csv,0.81,0.58,0.52,0.8,0.52,0.7,0.96,0.83,0.82,0.74,0.59,0.76,0.49,0.79
wxcode.csv,0.56,0.57,0.78,0.49,0.67,0.38,0.49,0.67,0.64,0.86,0.8,0.67,0.73,0.71
